chunk_id,conference_id,session_key,session_group,chunk_index,n_chunks_in_session,chunk_position,num_teams,num_funded_teams,has_teams,has_funded_teams,outcome_has_funded_teams,_json_loaded,gini_coefficient,dominant_speaker_flag,is_convergent,is_divergent,is_procedural,collective_engagement_score,cross_disciplinary_bridging,commitment_signal,screenshare_active,artifact_interaction,problem_specificity_level,decision_crystallization_level,ambition_level_ordinal,is_novel_combination,explicit_complementarity,skill_gap_identified,shared_vision_present,pronoun_shift_occurred,personal_disclosure,laughter_appreciative,laughter_shared_humor,laughter_tension_release,any_laughter,dissent_response_quality,dissent_was_present,dissent_response_exploratory,risk_acknowledgment_enthusiasm,funding_awareness,prior_relationship,meeting_structure_quality,num_Idea_Management,num_Information_Seeking,num_Knowledge_Sharing,num_Evaluation_Practices,num_Relational_Climate,num_Participation_Dynamics,num_Coordination_Decision,num_Integration_Practices,num_Idea_Ownership_Attribution,num_Future_Oriented_Language,num_Epistemic_Bridging,num_Pronoun_Framing,num_Complementarity_Articulation,num_Role_Anticipation,num_Broader_Significance,num_Idea_Novelty_Signal,mean_idea_quality_Idea_Management,pct_high_quality_Idea_Management,mean_idea_quality_Integration_Practices,pct_high_quality_Integration_Practices,mean_idea_quality_Knowledge_Sharing,pct_high_quality_Knowledge_Sharing,building_count,blocking_count,building_blocking_ratio,pct_building,num_future_oriented,num_named_next_steps,num_epistemic_bridging,num_idea_attribution,num_complementarity,num_role_anticipation,num_broader_significance,num_novelty_signals,num_scope_calibration,num_setback_explores,num_setback_defends,explore_vs_defend_ratio,num_joint_framing,num_individual_framing,pct_joint_framing,total_quality_score,mean_quality_score,pct_high_quality,num_collaborative_completions,num_elaborative_jumps,num_competitive_interruptions,interruption_quality_ratio,pct_turns_distraction,mean_distracted_count,mean_nod_rate,pct_turns_shared_affect,pct_turns_any_smile,pct_turns_audible_backchannel,mean_vocal_enthusiasm,pct_high_enthusiasm,pct_hesitation,responsiveness_index
2020NES__2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10__1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10_chunk1.mp4,2020NES,2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10,2020_11_05_NES_S1,0,6,beginning,1.0,0.0,True,False,False,True,0.3095057034220532,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,4.0,8.0,10.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,25.0,0.0,0.0,1.0,0.0,1.75,0.75,1.5,0.5,1.1428571428571428,0.14285714285714285,21.0,8.0,2.6249996718750412,0.7241379060642101,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,3.0,0.7272726611570308,21.0,1.4,1.0,0.0,1.0,2.0,0.499999750000125,0.0,0.0,0.8387096774193549,0.03225806451612903,0.06451612903225806,0.16129032258064516,2.032258064516129,0.03225806451612903,0.0967741935483871,0.04538780937388923
2020NES__2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10__1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10_chunk2.mp4,2020NES,2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10,2020_11_05_NES_S1,1,6,middle,1.0,0.0,True,False,False,True,0.4620632279534109,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,13.0,9.0,7.0,7.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,1.3076923076923077,0.3076923076923077,1.0,0.0,1.1428571428571428,0.14285714285714285,25.0,2.0,12.499993750003124,0.9259258916323744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1000000.0,9.0,7.0,0.5624999648437522,27.0,1.2272727272727273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9655172413793104,0.06896551724137931,0.10344827586206896,0.034482758620689655,1.9310344827586208,0.034482758620689655,0.1724137931034483,-0.034040517988804496
2020NES__2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10__1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10_chunk3.mp4,2020NES,2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10,2020_11_05_NES_S1,2,6,middle,1.0,0.0,True,False,False,True,0.593368237347295,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,10.0,4.0,4.0,4.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.4,0.4,1.6666666666666667,0.6666666666666666,1.25,0.25,19.0,1.0,18.999981000019,0.9499999525000024,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1000000.0,0.0,0.0,0.0,24.0,1.411764705882353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3529411764705883,0.35294117647058826,0.17647058823529413,-0.8544810286664893
2020NES__2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10__1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10_chunk4.mp4,2020NES,2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10,2020_11_05_NES_S1,3,6,middle,1.0,0.0,True,False,False,True,0.42165492957746475,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,5.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,1.5,0.5,1.0,0.0,1.2,0.2,12.0,3.0,3.999998666667111,0.7999999466666703,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,1.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.0,0.0,0.05263157894736842,2.0,0.0,0.05263157894736842,-0.3006958205922635
2020NES__2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10__1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10_chunk5.mp4,2020NES,2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10,2020_11_05_NES_S1,4,6,middle,1.0,0.0,True,False,False,True,0.4963043478260869,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,2.0,11.0,0.0,2.0,8.0,1.0,0.0,8.0,2.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,1.3,0.3,1.0,0.0,1.0,0.0,19.0,4.0,4.749998812500297,0.8260869206049165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,0.9411764152249167,16.0,1.2307692307692308,1.0,1.0,0.0,0.0,1000000.0,0.0,0.0,0.8695652173913043,0.043478260869565216,0.08695652173913043,0.043478260869565216,2.0869565217391304,0.08695652173913043,0.13043478260869565,-0.16133903199039626
2020NES__2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10__1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10_chunk6.mp4,2020NES,2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_24_10,2020_11_05_NES_S1,5,6,end,1.0,0.0,True,False,False,True,0.47058823529411775,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,2.0,1.0,1.0,0.0,2.0,0.0,2000000.0,0.99999950000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,2.0,0.0,0.0,-0.11310066137403885
2020NES__2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_09_10__1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_09_10_chunk1.mp4,2020NES,2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_09_10,2020_11_05_NES_S1,0,2,beginning,1.0,0.0,True,False,False,True,0.6118763391490665,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,12.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,0.0,1.5,0.5,1.0,0.0,1.25,0.25,16.0,1.0,15.999984000016001,0.9411764152249167,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1000000.0,0.0,7.0,0.0,19.0,1.2666666666666666,1.0,0.0,1.0,0.0,1000000.0,0.0,0.0,1.375,0.0,0.125,0.1875,2.1875,0.1875,0.0,0.23744508056140032
2020NES__2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_09_10__1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_09_10_chunk2.mp4,2020NES,2020_11_05_NES_S1/1_DAC_Simulations_Zoom_Meeting_2020_11_05_12_09_10,2020_11_05_NES_S1,1,2,end,1.0,0.0,True,False,False,True,0.4253472222222223,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.25,0.25,,,0.75,0.0,8.0,1.0,7.9999920000080005,0.8888887901234679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,1.8888888888888888,0.1111111111111111,0.1111111111111111,0.1111111111111111,2.0,0.0,0.0,0.7548710573304461
2020NES__2020_11_06_NES_S11/Zoom_Meeting_2020_11_06_11_59_21__Zoom_Meeting_2020_11_06_11_59_21.mp4,2020NES,2020_11_06_NES_S11/Zoom_Meeting_2020_11_06_11_59_21,2020_11_06_NES_S11,0,1,whole,3.0,1.0,True,True,True,True,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-0.8544810286664893
2020NES__2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_06__5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_06.mp4,2020NES,2020_11_06_NES_S11/5_what_to_do_with_captured_carbon_Zoom_Meeting_2020_11_06_12_16_06,2020_11_06_NES_S11,0,1,whole,3.0,1.0,True,True,True,True,0.23809523809523814,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,1.0,0.0,,,1.0,0.0,1000000.0,0.9999990000010001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,2.2,0.2,0.2,-0.062031064554063375
