global_person_id,normalized_name,conference
person_0036,erin longbrake,2022MND
person_0037,eva nichols,2020NES
person_0037,eva nichols,2021NES
person_0038,faranak fattahi,2021MND
person_0038,faranak fattahi,2022MND
person_0039,feng jiao,2020NES
person_0039,feng jiao,2021NES
person_0040,feng lin,2020NES
person_0040,feng lin,2021NES
person_0041,fik brushett,2020NES
person_0041,fik brushett,2021NES
person_0042,george shields,2020NES
person_0042,george shields,2021NES
person_0043,george weinstock,2021MND
person_0043,george weinstock,2022MND
person_0044,gianna hammer,2021MND
person_0044,gianna hammer,2022MND
person_0045,greeshma gadikota,2020NES
person_0045,greeshma gadikota,2021NES
person_0046,haotian wang,2020NES
person_0046,haotian wang,2021NES
person_0047,harris wang,2021MND
person_0047,harris wang,2022MND
person_0048,heather bean,2021MND
person_0048,heather bean,2022MND
person_0049,irene yang,2021MND
person_0049,irene yang,2022MND
person_0050,jared mason,2020NES
person_0050,jared mason,2021NES
person_0051,jeffrey long,2020NES
person_0051,jeffrey long,2021NES
person_0052,jenny yang,2020NES
person_0052,jenny yang,2021NES
person_0053,jesus velazquez,2020NES
person_0053,jesus velazquez,2021NES
person_0054,jim mitchell,2021ABI
person_0054,jim mitchell,2021CMC
person_0055,jimmy jiang,2020NES
person_0055,jimmy jiang,2021NES
person_0056,jordi cabana,2020NES
person_0056,jordi cabana,2021NES
person_0057,jose mendoza,2020NES
person_0057,jose mendoza,2021NES
person_0058,jp yu,2021MND
person_0058,jp yu,2022MND
person_0059,judith eisen,2021MND
person_0059,judith eisen,2022MND
person_0060,kai zhang,2021MND
person_0060,kai zhang,2022MND
person_0061,kaixiong ye,2021MND
person_0061,kaixiong ye,2022MND
person_0062,katherine hornbostel,2020NES
person_0062,katherine hornbostel,2021NES
person_0063,katie knowles,2020NES
person_0063,katie knowles,2021NES
person_0064,kristen schell,2020NES
person_0064,kristen schell,2021NES
person_0065,leah pyter,2021MND
person_0065,leah pyter,2022MND
person_0066,linnea freeman,2021MND
person_0066,linnea freeman,2022MND
person_0067,linsey seitz,2020NES
person_0067,linsey seitz,2021NES
person_0068,lisa osborne,2021MND
person_0068,lisa osborne,2022MND
person_0069,luisa whittaker brooks,2020NES
person_0069,luisa whittaker brooks,2021NES
person_0070,marcel schreier,2020NES
person_0070,marcel schreier,2021NES
person_0071,mark mimee,2021MND
person_0071,mark mimee,2022MND
person_0072,marta hatzell,2020NES
person_0072,marta hatzell,2021NES
person_0073,matt green,2020NES
person_0073,matt green,2021NES
person_0074,mei shen,2021MND
person_0074,mei shen,2022MND
person_0075,melanie gareau,2021MND
person_0075,melanie gareau,2022MND
person_0076,michael nippe,2020NES
person_0076,michael nippe,2021NES
person_0077,multiple speakers,2021SLU
person_0077,multiple speakers,2022MND
person_0078,nandita garud,2021MND
person_0078,nandita garud,2022MND
person_0079,nanette boyle,2020NES
person_0079,nanette boyle,2021NES
person_0080,oana luca,2020NES
person_0080,oana luca,2021NES
person_0081,pamela chang,2021MND
person_0081,pamela chang,2022MND
person_0082,peter reiners,2020NES
person_0082,peter reiners,2021NES
person_0083,pratik dholabhai,2020NES
person_0083,pratik dholabhai,2021NES
person_0084,praveen bollini,2020NES
person_0084,praveen bollini,2021NES
person_0085,rafael santos,2020NES
person_0085,rafael santos,2021NES
person_0086,rebecca gieseking,2020NES
person_0086,rebecca gieseking,2021NES
person_0087,rob coridan,2020NES
person_0087,rob coridan,2021NES
person_0088,roger aines,2020NES
person_0088,roger aines,2021NES
person_0089,rosa krajmalnik brown,2021MND
person_0089,rosa krajmalnik brown,2022MND
person_0090,sarbajit banerjee,2020NES
person_0090,sarbajit banerjee,2021NES
person_0091,sen zhang,2020NES
person_0091,sen zhang,2021NES
person_0092,shaama sharada,2020NES
person_0092,shaama sharada,2021NES
person_0093,shu hu,2020NES
person_0093,shu hu,2021NES
person_0094,simona liguori,2020NES
person_0094,simona liguori,2021NES
person_0095,stephanie cologna,2021MND
person_0095,stephanie cologna,2022MND
person_0096,tom mansell,2021MND
person_0096,tom mansell,2022MND
person_0097,valentina prigiobbe,2020NES
person_0097,valentina prigiobbe,2021NES
person_0098,venkat viswanathan,2020NES
person_0098,venkat viswanathan,2021NES
person_0099,xiao su,2020NES
person_0099,xiao su,2021NES
person_0100,xin qi,2021ABI
person_0100,xin qi,2021MND
person_0101,yanjiao zhou,2021MND
person_0101,yanjiao zhou,2022MND
person_0102,ying hui chou,2021ABI
person_0102,ying hui chou,2021MND
person_0103,yuanyue liu,2020NES
person_0103,yuanyue liu,2021NES
person_0104,a ali yanik,2021MZT
person_0105,aaron e engelhart,2021SLU
person_0106,aaron longbrake,2022MND
person_0107,abhishek,2021MND
person_0108,abhishek singharoy,2021CMC
person_0109,ada ibrahimi,2021ABI
person_0110,adela,2021MZT
person_0111,adela s oliva chavez,2021MZT
person_0112,aida ibrahim,2021MND
person_0113,aleksandra vojvodic,2021NES
person_0114,alexander green,2021CMC
person_0115,alexandra dickinson,2021ABI
person_0116,alexandra walsh,2021ABI
person_0117,alexis komor,2021CMC
person_0118,ali yanik,2021MZT
person_0119,alice soragni,2021CMC
person_0120,alison ondrus,2021CMC
person_0121,alissa weaver,2021MND
person_0122,allie obermeyer,2021CMC
person_0123,allison dennis,2021ABI
person_0124,amanda stockton,2021SLU
person_0125,amina schartup,2021MND
person_0126,amy hartman,2021MZT
person_0127,amy vincent,2021MZT
person_0128,ana bento,2021MZT
person_0129,ananya renuka balakrishna,2021NES
person_0130,anat shahar,2021SLU
person_0131,andrew,2020NES
person_0132,andrew diener,2021MND
person_0133,andrew fogg,2021ABI
person_0134,andrew hoge,2021ABI
person_0135,andrew vanderburg,2021SLU
person_0136,andro c rios,2021SLU
person_0137,andy skemer,2021SLU
person_0138,angad mehta,2021MZT
person_0139,angela arenas,2021MZT
person_0140,angela hagen,2020NES
person_0141,aniruddha ray,2021ABI
person_0142,anirudh,2021ABI
person_0143,anna hultgren,2021ABI
person_0144,anna karin gustavsson,2021ABI
person_0145,anna marie sokac,2021CMC
person_0146,anna moore,2021ABI
person_0147,annika barber,2022MND
person_0148,arne bakker,2021ABI
person_0149,arnold,2021ABI
person_0150,arnold hayer,2021ABI
person_0151,aseema,2021ABI
person_0152,aseema mohanty,2021ABI
person_0153,audrey ruple,2021MZT
person_0154,avery e strait,2021MZT
person_0155,barbara smith,2021ABI
person_0156,benjamin bartelle,2021ABI
person_0157,beth lautner,2021MZT
person_0158,bethany mcgregor,2021MZT
person_0159,betsy cantwell,2020NES
person_0160,betul kacar,2021SLU
person_0161,bill,2021ABI
person_0162,bishakha mona,2021MND
person_0163,botb1,2021NES
person_0164,brad foley,2021SLU
person_0165,brenda marilyn rubenstein,2021MZT
person_0166,brian pogue,2021ABI
person_0167,brian zid,2021CMC
person_0168,bryan spring,2021ABI
person_0169,caitlin davis,2021CMC
person_0170,camille nebeker,2021MND
person_0171,candace fleischer,2021ABI
person_0172,candace leslie,2021NES
person_0173,caroline saouma,2021NES
person_0174,caroline sinders,2021SLU
person_0175,carolyn bayer,2021ABI
person_0176,cathy murphy,2021CMC
person_0177,cesar de la fuente,2021MND
person_0178,cheemeng tan,2021CMC
person_0179,cheryl andam,2021MZT
person_0180,chris gorski,2020NES
person_0181,chris martin,2021SLU
person_0182,chris reinhard,2021SLU
person_0183,chris whittley,2021ABI
person_0184,christine k johnson,2021MZT
person_0185,christoph thaiss,2021MZT
person_0186,christopher hamilton,2021SLU
person_0187,chuck lewis,2021MZT
person_0188,clara arrieta,2021MND
person_0189,claudia herrera tulane,2021MZT
person_0190,claudia p herrera,2021MZT
person_0191,coco zhang,2021SLU
person_0192,colin basler,2021MZT
person_0193,cori bargmann,2021ABI
person_0194,corinne maurice,2022MND
person_0195,courtney dressing,2021SLU
person_0196,courtney robinson,2021MND
person_0197,crystal hepp,2021MZT
person_0198,crystal rogers,2021ABI
person_0199,curt horvath,2021MZT
person_0200,dan huber,2021SLU
person_0201,dana n mitzel,2021MZT
person_0202,danae schulz,2021MZT
person_0203,daniel,2020NES
person_0204,daniel apai,2021SLU
person_0205,daniel becker,2021MZT
person_0206,daniel yawitz,2020NES
person_0207,dave durgan,2021MND
person_0208,david durgan,2022MND
person_0209,david koweek,2020NES
person_0210,david steuerman,2021SLU
person_0211,david van valen,2021ABI
person_0212,davide donadio,2021CMC
person_0213,diane matar,2021SLU
person_0214,diego huet,2021MZT
person_0215,dimitar sasselov,2021SLU
person_0216,dmitri kosenkov,2021CMC
person_0217,doug,2021ABI
person_0218,douglas shepherd,2021ABI
person_0219,dylan burnette,2021ABI
person_0220,dylan mccreedy,2021ABI
person_0221,ed mccleskey,2021ABI
person_0222,eddie schwieterman,2021SLU
person_0223,edwin kite,2021SLU
person_0224,efrem lim,2021MZT
person_0225,elaine hsiao,2021MND
person_0226,eliza kempton,2021SLU
person_0227,elizabeth read,2021CMC
person_0228,elizabeth weiss,2020NES
person_0229,ellen b stechel,2021NES
person_0230,ellen sletten,2021ABI
person_0231,emily carter,2021NES
person_0232,erica matunis,2021CMC
person_0233,erik procko,2021MZT
person_0234,erik sperling,2021SLU
person_0235,erika matunis,2021CMC
person_0236,erika matunis jhmi,2021CMC
person_0237,evan michelson,2021NES
person_0238,fanny chapelin,2021ABI
person_0239,fateme rezaei,2020NES
person_0240,fatima hassan,2020NES
person_0241,ferdinand schweser,2021ABI
person_0242,fikile brushett,2020NES
person_0243,flavio frohlich,2021MND
person_0244,france cordova,2021SLU
person_0245,g w gant luxton,2021CMC
person_0246,gabriela schlau cohen,2021CMC
person_0247,gang yu liu,2021CMC
person_0248,gant luxton,2021CMC
person_0249,gary f moore,2021NES
person_0250,gary greenburg,2021CMC
person_0251,gary moore,2020NES
person_0252,girgis obaid,2021ABI
person_0253,gisselle medina,2021MZT
person_0254,gongjie li,2021SLU
person_0255,gonzalo vazquez prokopec,2021MZT
person_0256,grace stokes,2021CMC
person_0257,greg fournier,2021SLU
person_0258,guillaume bastille rousseau,2021MZT
person_0259,gulcin pekkurnaz,2021CMC
person_0260,hannah frank,2021MZT
person_0261,haoran zhang,2021CMC
person_0262,heather walden,2021MZT
person_0263,hilke schlichting,2021SLU
person_0264,hoa kang,2021CMC
person_0265,holly goodson,2021CMC
person_0266,hongfu liu,2021MZT
person_0267,iliyan iliev,2022MND
person_0268,isabelle gee,2021NES
person_0269,jae sung,2021MND
person_0270,jaeyun sung,2022MND
person_0271,jamie bender,2021SLU
person_0272,jan spille,2021CMC
person_0273,jane zelikova,2020NES
person_0274,jason ladner,2021MZT
person_0275,jay forsythe,2021SLU
person_0276,jayani,2021ABI
person_0277,jeff long,2020NES
person_0278,jeffrey long uc berkeley,2021NES
person_0279,jeffrey marlow,2021SLU
person_0280,jeffrey r long,2021NES
person_0281,jennifer b glass,2021SLU
person_0282,jennifer wilcox,2020NES
person_0283,jenny g maloney,2021MZT
person_0284,ji wang,2021SLU
person_0285,jianbing jimmy jiang,2021NES
person_0286,jin zhang,2021ABI
person_0287,joan brennecke,2021NES
person_0288,joan woodard,2021MND
person_0289,jochen marschall,2021SLU
person_0290,jodi lilley,2022MND
person_0291,joe levy,2021SLU
person_0292,joel zylberberg,2021MND
person_0293,joshua brake,2021ABI
person_0294,joshua weinstein,2021CMC
person_0295,joyce jose,2021MZT
person_0296,joyoni dey,2021ABI
person_0297,juan perilla,2021CMC
person_0298,judith su,2021CMC
person_0299,julia,2020NES
person_0300,julia brown,2020NES
person_0301,julien berro,2021CMC
person_0302,justin bahl,2021MZT
person_0303,k leslie abdul aziz,2021NES
person_0304,kandis gilliard abdul aziz,2021NES
person_0305,katharine white,2021ABI
person_0306,katherine de kleer,2021SLU
person_0307,kathryn haas,2021CMC
person_0308,kathy f liu,2021CMC
person_0309,katy keenan,2021ABI
person_0310,keith hawkins,2021SLU
person_0311,kelsey b hatzell,2021NES
person_0312,kelsey hazell,2020NES
person_0313,kevin cash,2021ABI
person_0314,kevin tidwell,2020NES
person_0315,kezia manlove,2021MZT
person_0316,kim m pepin,2021MZT
person_0317,kimberly lau,2021SLU
person_0318,kristen maitland,2021ABI
person_0319,kristin s koutmou,2021MZT
person_0320,larry cheng,2021ABI
person_0321,lars peter,2021CMC
person_0322,lars plate,2021CMC
person_0323,laura sanchez,2021CMC
person_0324,laura schaefer,2021SLU
person_0325,lauren charles,2021MZT
person_0326,laurene tetard,2021MZT
person_0327,laurie barge,2021SLU
person_0328,lawrence david,2021MND
person_0329,leah,2021MND
person_0330,leo liu,2020NES
person_0331,leslie anne rogers,2021SLU
person_0332,li chiang lin,2020NES
person_0333,liliana salvador,2021MZT
person_0334,liming li,2021SLU
person_0335,lin zhang,2021ABI
person_0336,lina quan,2021NES
person_0337,linda detwiler,2021MZT
person_0338,lingyan shi,2021ABI
person_0339,lisa kaltenegger,2021SLU
person_0340,lisa poulikakos,2021ABI
person_0341,liz mccormack,2021SLU
person_0342,lu wang,2021CMC
person_0343,lu wei,2021ABI
person_0344,luke mortensen,2021ABI
person_0345,lulu cambronne,2021CMC
person_0346,lydia kisley,2021CMC
person_0347,maayan levy,2021MND
person_0348,maggie osburn,2021SLU
person_0349,malika,2021ABI
person_0350,marc neveu,2021SLU
person_0351,maria kamenetska,2021CMC
person_0352,marie claire arrieta,2021MND
person_0353,mark q wilber,2021MZT
person_0354,mark sellmyer,2021ABI
person_0355,markita landry,2021CMC
person_0356,martin gruebele,2021CMC
person_0357,mary voytek,2021SLU
person_0358,maryellen giger,2021ABI
person_0359,mathieu g a lapotre,2021SLU
person_0360,matt,2021ABI
person_0361,matt begley,2021ABI
person_0362,matt bogyo,2021ABI
person_0363,matt erdman,2021MZT
person_0364,matt lew,2021ABI
person_0365,matt lovett barron,2021ABI
person_0366,matthew w hopken,2021MZT
person_0367,matthias heyden,2021CMC
person_0368,melike lakadamyali,2021ABI
person_0369,meredith macgregor,2021SLU
person_0370,michael burton,2021MND
person_0371,michelle farkas,2021CMC
person_0372,mike o donnell,2022MND
person_0373,mike wimberly,2021MZT
person_0374,mimi sammarco,2021ABI
person_0375,mini das,2021ABI
person_0376,molly bright,2021ABI
person_0377,mona razzaghi,2020NES
person_0378,morgan cable,2021SLU
person_0379,morgan raven,2021SLU
person_0380,morteza mahmoudi,2021ABI
person_0381,natasha batalha,2021SLU
person_0382,nathan deyonker,2021CMC
person_0383,nathaniel m gabor,2021SLU
person_0384,neel shah,2021CMC
person_0385,neil kelleher,2021CMC
person_0386,nick cowan,2021SLU
person_0387,nick galati,2021ABI
person_0388,nicole eikmeier,2021MZT
person_0389,nicole lewis,2021SLU
person_0390,niki parenteau,2021SLU
person_0391,nikole lewis,2021SLU
person_0392,nina cardoza,2021ABI
person_0393,noah palm,2021MND
person_0394,noah planavsky,2021SLU
person_0395,other,2021ABI
person_0396,paola m boggiatto,2021MZT
person_0397,paris perdikaris,2021ABI
person_0398,patricia barron,2021NES
person_0399,paul robertson,2021SLU
person_0400,paul selvin,2021CMC
person_0401,paula driedger,2021SLU
person_0402,pete reiners,2020NES
person_0403,peter dorhout,2021MZT
person_0404,peter driscoll,2021SLU
person_0405,phil milner,2020NES
person_0406,phill milner,2021NES
person_0407,pilar fernandez,2021MZT
person_0408,ping wang,2021ABI
person_0409,prashant singh,2021MZT
person_0410,rachel parker,2021SLU
person_0411,rachel saylor,2022MND
person_0412,ran blekhman,2022MND
person_0413,rebecca garabed,2021MZT
person_0414,rebecca l smith,2021MZT
person_0415,remi bouteille,2020NES
person_0416,remy,2020NES
person_0417,richard allen,2021MND
person_0418,richard diener,2021MND
person_0419,rigoberto hernandez,2021CMC
person_0420,rika anderson,2021SLU
person_0421,rima kaddurah daouk,2022MND
person_0422,robert bryan jr,2021MND
person_0423,robert coridan,2021NES
person_0424,robert gilliard,2020NES
person_0425,robin michelle voigt zuwala,2021MND
person_0426,rommie amaro,2021CMC
person_0427,rongsheng wang,2021CMC
person_0428,ronit freeman,2021CMC
person_0429,rui zhang,2021MND
person_0430,s stephen yi,2021CMC
person_0431,safwan,2021ABI
person_0432,salvador almagro moreno,2021MZT
person_0433,samuel achilefu,2021ABI
person_0434,sandy schmid,2021CMC
person_0435,sapun parekh,2021ABI
person_0436,sara zimmer,2021MZT
person_0437,sarah,2021MND
person_0438,sarah maceachern,2021MND
person_0439,sarkis mazmanian,2021MND
person_0440,sen pei,2021MZT
person_0441,seo sim,2021ABI
person_0442,seth childers,2021CMC
person_0443,seunghyun sim,2021ABI
person_0444,shankar mukherji,2021CMC
person_0445,shannon mackenzie,2021SLU
person_0446,shannon quinn,2021ABI
person_0447,shawn domagal goldman,2021SLU
person_0448,shikha nangia,2021MND
person_0449,shiva abbasi,2021ABI
person_0450,shiva abbbaszadeh,2021ABI
person_0451,shwetadwip chowdhury,2021ABI
person_0452,silver,2021ABI
person_0453,silvia hubein,2021MZT
person_0454,silvie huijben,2021MZT
person_0455,simon darroch,2021SLU
person_0456,siu sim,2021ABI
person_0457,sixian you,2021ABI
person_0458,smadar naoz,2021SLU
person_0459,solange duhamel,2021SLU
person_0460,srigokul upadhyayula,2021ABI
person_0461,stefan wilhelm,2021ABI
person_0462,stefano di talia,2021CMC
person_0463,stephanie gupton,2021CMC
person_0464,stephanie olson,2021SLU
person_0465,stephen fried,2021CMC
person_0466,steve jett,2021ABI
person_0467,stilianos louca,2021SLU
person_0468,t leo liu,2021NES
person_0469,tania lupoli,2021CMC
person_0470,tanya,2021CMC
person_0471,tanya nguyen,2021MND
person_0472,taras pogorelov,2021CMC
person_0473,tavis k anderson,2021MZT
person_0474,tianbiao leo liu,2020NES
person_0475,tim sampson,2021MND
person_0476,timothy w lyons,2021SLU
person_0477,tori hoehler,2021SLU
person_0478,trinity l hamilton,2021SLU
person_0479,troy clavell sutton,2021MZT
person_0480,troy sutton,2021MZT
person_0481,tyler d robinson,2021SLU
person_0482,ukpong eyo,2022MND
person_0483,ukpong eyo uofvirginia,2022MND
person_0484,ulugbek kamilov,2021ABI
person_0485,uzay emir,2021ABI
person_0486,victoria s meadows,2021SLU
person_0487,vivian qian liu,2021ABI
person_0488,wei min,2021ABI
person_0489,wilfred van der donk,2021MZT
person_0490,will bowman,2020NES
person_0491,will ludington,2021MND
person_0492,william j bowman,2021NES
person_0493,william witola,2021MZT
person_0494,wilson a smith,2021NES
person_0495,wilson smith,2020NES
person_0496,yajuan lin,2021NES
person_0497,yan yu,2021CMC
person_0498,yang yu liu,2021MND
person_0499,yanling chang,2021MZT
person_0500,yayuan liu,2021NES
person_0501,yevgenia kozorovitskiy,2021ABI
person_0502,ying chen,2021MND
person_0503,zhou lin,2021NES
person_0504,ziming yang,2021SLU
person_0505,zishin chi,2021MND
person_0506,zongqi xia,2021MND
