global_person_id,normalized_name,conference
person_0037,erin longbrake,2021MND
person_0037,erin longbrake,2022MND
person_0038,eva nichols,2020NES
person_0038,eva nichols,2021NES
person_0039,faranak fattahi,2021MND
person_0039,faranak fattahi,2022MND
person_0040,feng jiao,2020NES
person_0040,feng jiao,2021NES
person_0041,feng lin,2020NES
person_0041,feng lin,2021NES
person_0042,fik brushett,2020NES
person_0042,fik brushett,2021NES
person_0043,gary moore,2020NES
person_0043,gary moore,2021NES
person_0044,george shields,2020NES
person_0044,george shields,2021NES
person_0045,george weinstock,2021MND
person_0045,george weinstock,2022MND
person_0046,gianna hammer,2021MND
person_0046,gianna hammer,2022MND
person_0047,greeshma gadikota,2020NES
person_0047,greeshma gadikota,2021NES
person_0048,haotian wang,2020NES
person_0048,haotian wang,2021NES
person_0049,harris wang,2021MND
person_0049,harris wang,2022MND
person_0050,heather bean,2021MND
person_0050,heather bean,2022MND
person_0051,irene yang,2021MND
person_0051,irene yang,2022MND
person_0052,jared mason,2020NES
person_0052,jared mason,2021NES
person_0053,jeffrey long,2020NES
person_0053,jeffrey long,2021NES
person_0054,jenny yang,2020NES
person_0054,jenny yang,2021NES
person_0055,jesus velazquez,2020NES
person_0055,jesus velazquez,2021NES
person_0056,jim mitchell,2021ABI
person_0056,jim mitchell,2021CMC
person_0057,jimmy jiang,2020NES
person_0057,jimmy jiang,2021NES
person_0058,jordi cabana,2020NES
person_0058,jordi cabana,2021NES
person_0059,jose mendoza,2020NES
person_0059,jose mendoza,2021NES
person_0060,judith eisen,2021MND
person_0060,judith eisen,2022MND
person_0061,kai zhang,2021MND
person_0061,kai zhang,2022MND
person_0062,kaixiong ye,2021MND
person_0062,kaixiong ye,2022MND
person_0063,katherine hornbostel,2020NES
person_0063,katherine hornbostel,2021NES
person_0064,katie knowles,2020NES
person_0064,katie knowles,2021NES
person_0065,kelsey b hatzell,2020NES
person_0065,kelsey b hatzell,2021NES
person_0066,kristen schell,2020NES
person_0066,kristen schell,2021NES
person_0067,leah pyter,2021MND
person_0067,leah pyter,2022MND
person_0068,linnea freeman,2021MND
person_0068,linnea freeman,2022MND
person_0069,linsey seitz,2020NES
person_0069,linsey seitz,2021NES
person_0070,lisa osborne,2021MND
person_0070,lisa osborne,2022MND
person_0071,luisa whittaker brooks,2020NES
person_0071,luisa whittaker brooks,2021NES
person_0072,marcel schreier,2020NES
person_0072,marcel schreier,2021NES
person_0073,mark mimee,2021MND
person_0073,mark mimee,2022MND
person_0074,marta hatzell,2020NES
person_0074,marta hatzell,2021NES
person_0075,matt green,2020NES
person_0075,matt green,2021NES
person_0076,mei shen,2021MND
person_0076,mei shen,2022MND
person_0077,melanie gareau,2021MND
person_0077,melanie gareau,2022MND
person_0078,michael nippe,2020NES
person_0078,michael nippe,2021NES
person_0079,multiple speakers,2021SLU
person_0079,multiple speakers,2022MND
person_0080,nandita garud,2021MND
person_0080,nandita garud,2022MND
person_0081,nanette boyle,2020NES
person_0081,nanette boyle,2021NES
person_0082,oana luca,2020NES
person_0082,oana luca,2021NES
person_0083,pamela chang,2021MND
person_0083,pamela chang,2022MND
person_0084,peter reiners,2020NES
person_0084,peter reiners,2021NES
person_0085,pratik dholabhai,2020NES
person_0085,pratik dholabhai,2021NES
person_0086,praveen bollini,2020NES
person_0086,praveen bollini,2021NES
person_0087,rafael santos,2020NES
person_0087,rafael santos,2021NES
person_0088,rebecca gieseking,2020NES
person_0088,rebecca gieseking,2021NES
person_0089,richard weiner,2021ABI
person_0089,richard weiner,2021MND
person_0090,richard wiener rcsa,2020NES
person_0090,richard wiener rcsa,2021NES
person_0091,rob coridan,2020NES
person_0091,rob coridan,2021NES
person_0092,roger aines,2020NES
person_0092,roger aines,2021NES
person_0093,rosa krajmalnik brown,2021MND
person_0093,rosa krajmalnik brown,2022MND
person_0094,sarbajit banerjee,2020NES
person_0094,sarbajit banerjee,2021NES
person_0095,sen zhang,2020NES
person_0095,sen zhang,2021NES
person_0096,shaama sharada,2020NES
person_0096,shaama sharada,2021NES
person_0097,shu hu,2020NES
person_0097,shu hu,2021NES
person_0098,simona liguori,2020NES
person_0098,simona liguori,2021NES
person_0099,stephanie cologna,2021MND
person_0099,stephanie cologna,2022MND
person_0100,tom mansell,2021MND
person_0100,tom mansell,2022MND
person_0101,valentina prigiobbe,2020NES
person_0101,valentina prigiobbe,2021NES
person_0102,venkat viswanathan,2020NES
person_0102,venkat viswanathan,2021NES
person_0103,wilson a smith,2020NES
person_0103,wilson a smith,2021NES
person_0104,xiao su,2020NES
person_0104,xiao su,2021NES
person_0105,xin qi,2021ABI
person_0105,xin qi,2021MND
person_0106,yanjiao zhou,2021MND
person_0106,yanjiao zhou,2022MND
person_0107,ying hui chou,2021ABI
person_0107,ying hui chou,2021MND
person_0108,yuanyue liu,2020NES
person_0108,yuanyue liu,2021NES
person_0109,a ali yanik,2021MZT
person_0110,aaron e engelhart,2021SLU
person_0111,aaron longbrake,2022MND
person_0112,abhishek,2021MND
person_0113,abhishek singharoy,2021CMC
person_0114,ada ibrahimi,2021ABI
person_0115,adela,2021MZT
person_0116,adela s oliva chavez,2021MZT
person_0117,aida ibrahim,2021MND
person_0118,aleksandra vojvodic,2021NES
person_0119,alexander green,2021CMC
person_0120,alexandra bafort,2021MND
person_0121,alexandra dickinson,2021ABI
person_0122,alexandra walsh,2021ABI
person_0123,alexis komor,2021CMC
person_0124,ali yanik,2021MZT
person_0125,alice soragni,2021CMC
person_0126,alison,2021CMC
person_0127,alison ondrus,2021CMC
person_0128,alissa weaver,2021MND
person_0129,allie obermeyer,2021CMC
person_0130,allison dennis,2021ABI
person_0131,amanda stockton,2021SLU
person_0132,amina schartup,2021MND
person_0133,amy hartman,2021MZT
person_0134,amy vincent,2021MZT
person_0135,ana bento,2021MZT
person_0136,ananya renuka balakrishna,2021NES
person_0137,anat shahar,2021SLU
person_0138,andrew,2020NES
person_0139,andrew diener,2021MND
person_0140,andrew fogg,2021ABI
person_0141,andrew hoge,2021ABI
person_0142,andrew vanderburg,2021SLU
person_0143,andro c rios,2021SLU
person_0144,andy skemer,2021SLU
person_0145,angad mehta,2021MZT
person_0146,angela arenas,2021MZT
person_0147,angela hagen,2020NES
person_0148,aniruddha ray,2021ABI
person_0149,anirudh,2021ABI
person_0150,anna,2021CMC
person_0151,anna hultgren,2021ABI
person_0152,anna karin gustavsson,2021ABI
person_0153,anna marie sokac,2021CMC
person_0154,anna moore,2021ABI
person_0155,annika,2022MND
person_0156,annika barber,2022MND
person_0157,arne bakker,2021ABI
person_0158,arnold hayer,2021ABI
person_0159,aseema,2021ABI
person_0160,aseema mohanty,2021ABI
person_0161,audrey ruple,2021MZT
person_0162,avery e strait,2021MZT
person_0163,barbara smith,2021ABI
person_0164,benjamin bartelle,2021ABI
person_0165,beth lautner,2021MZT
person_0166,bethany mcgregor,2021MZT
person_0167,betsy cantwell,2020NES
person_0168,betul kacar,2021SLU
person_0169,bill,2021ABI
person_0170,bishakha mona,2021MND
person_0171,botb1,2021NES
person_0172,brad foley,2021SLU
person_0173,brenda marilyn rubenstein,2021MZT
person_0174,brian pogue,2021ABI
person_0175,brian zid,2021CMC
person_0176,bryan spring,2021ABI
person_0177,caitlin davis,2021CMC
person_0178,camille nebeker,2021MND
person_0179,candace fleischer,2021ABI
person_0180,candace leslie,2021NES
person_0181,caroline saouma,2021NES
person_0182,caroline sinders,2021SLU
person_0183,carolyn bayer,2021ABI
person_0184,cathy murphy,2021CMC
person_0185,cesar de la fuente,2021MND
person_0186,cheemeng tan,2021CMC
person_0187,cheryl andam,2021MZT
person_0188,chris gorski,2020NES
person_0189,chris martin,2021SLU
person_0190,chris reinhard,2021SLU
person_0191,chris whittley,2021ABI
person_0192,christine johnson,2021MZT
person_0193,christine k johnson,2021MZT
person_0194,christoph thaiss,2021MZT
person_0195,christopher hamilton,2021SLU
person_0196,chuck lewis,2021MZT
person_0197,clara arrieta,2021MND
person_0198,claudia herrera tulane,2021MZT
person_0199,claudia p herrera,2021MZT
person_0200,coco zhang,2021SLU
person_0201,colin basler,2021MZT
person_0202,cori bargmann,2021ABI
person_0203,corinne maurice,2022MND
person_0204,courtney dressing,2021SLU
person_0205,courtney robinson,2021MND
person_0206,crystal hepp,2021MZT
person_0207,crystal rogers,2021ABI
person_0208,curt horvath,2021MZT
person_0209,dan huber,2021SLU
person_0210,dana n mitzel,2021MZT
person_0211,danae schulz,2021MZT
person_0212,daniel,2020NES
person_0213,daniel apai,2021SLU
person_0214,daniel becker,2021MZT
person_0215,daniel yawitz,2020NES
person_0216,david koweek,2020NES
person_0217,david steuerman,2021SLU
person_0218,david van valen,2021ABI
person_0219,davide donadio,2021CMC
person_0220,diane matar,2021SLU
person_0221,diego huet,2021MZT
person_0222,dimitar sasselov,2021SLU
person_0223,dmitri kosenkov,2021CMC
person_0224,douglas shepherd,2021ABI
person_0225,dylan burnette,2021ABI
person_0226,dylan mccreedy,2021ABI
person_0227,ed mccleskey,2021ABI
person_0228,eddie schwieterman,2021SLU
person_0229,edwin kite,2021SLU
person_0230,efrem lim,2021MZT
person_0231,elaine hsiao,2021MND
person_0232,eliza kempton,2021SLU
person_0233,elizabeth read,2021CMC
person_0234,elizabeth weiss,2020NES
person_0235,ellen b stechel,2021NES
person_0236,ellen sletten,2021ABI
person_0237,ellen stechel,2021NES
person_0238,emily carter,2021NES
person_0239,erica matunis,2021CMC
person_0240,erik procko,2021MZT
person_0241,erik sperling,2021SLU
person_0242,erika matunis,2021CMC
person_0243,evan michelson,2021NES
person_0244,fanny chapelin,2021ABI
person_0245,fateme rezaei,2020NES
person_0246,fatima hassan,2020NES
person_0247,ferdinand schweser,2021ABI
person_0248,fikile brushett,2020NES
person_0249,flavio frohlich,2021MND
person_0250,france cordova,2021SLU
person_0251,g w gant luxton,2021CMC
person_0252,gabriela schlau cohen,2021CMC
person_0253,gang yu liu,2021CMC
person_0254,gant luxton,2021CMC
person_0255,gary greenburg,2021CMC
person_0256,girgis obaid,2021ABI
person_0257,gisselle medina,2021MZT
person_0258,gongjie li,2021SLU
person_0259,gonzalo vazquez prokopec,2021MZT
person_0260,grace stokes,2021CMC
person_0261,greg fournier,2021SLU
person_0262,guillaume bastille rousseau,2021MZT
person_0263,gulcin pekkurnaz,2021CMC
person_0264,gulin pekkurmaz,2021CMC
person_0265,gulon pekkumaz,2021CMC
person_0266,hannah frank,2021MZT
person_0267,haoran zhang,2021CMC
person_0268,haotian wang rice,2021NES
person_0269,heather walden,2021MZT
person_0270,hilke schlichting,2021SLU
person_0271,hoa kang,2021CMC
person_0272,holly goodson,2021CMC
person_0273,hongfu liu,2021MZT
person_0274,iliyan iliev,2022MND
person_0275,isabelle gee,2021NES
person_0276,j p yu,2021MND
person_0277,jae sung,2021MND
person_0278,jaeyun sung,2022MND
person_0279,jamie bender,2021SLU
person_0280,jan spille,2021CMC
person_0281,jane zelikova,2020NES
person_0282,jarad mason,2021NES
person_0283,jason ladner,2021MZT
person_0284,jay forsythe,2021SLU
person_0285,jayani,2021ABI
person_0286,jeffrey marlow,2021SLU
person_0287,jen wilcox,2020NES
person_0288,jennifer b glass,2021SLU
person_0289,jennifer wilcox,2020NES
person_0290,jenny g maloney,2021MZT
person_0291,ji wang,2021SLU
person_0292,jianbing jimmy jiang,2021NES
person_0293,jin,2021ABI
person_0294,jin zhang,2021ABI
person_0295,joan brennecke,2021NES
person_0296,joan woodard,2021MND
person_0297,jochen marschall,2021SLU
person_0298,jodi lilley,2022MND
person_0299,joe levy,2021SLU
person_0300,joel zylberberg,2021MND
person_0301,john paul yu,2021MND
person_0302,josh drake,2021ABI
person_0303,joshua brake,2021ABI
person_0304,joshua weinstein,2021CMC
person_0305,joyce jose,2021MZT
person_0306,joyoni,2021ABI
person_0307,joyoni dey,2021ABI
person_0308,jp,2021MND
person_0309,jp yu,2022MND
person_0310,juan perilla,2021CMC
person_0311,judith su,2021CMC
person_0312,julia brown,2020NES
person_0313,julien berro,2021CMC
person_0314,justin bahl,2021MZT
person_0315,k leslie abdul aziz,2021NES
person_0316,kaisong,2022MND
person_0317,kandis gilliard abdul aziz,2021NES
person_0318,katharine white,2021ABI
person_0319,katherine de kleer,2021SLU
person_0320,katherine hornbostel pitt,2021NES
person_0321,kathryn haas,2021CMC
person_0322,kathy f liu,2021CMC
person_0323,katy keenan,2021ABI
person_0324,keith hawkins,2021SLU
person_0325,kevin,2021ABI
person_0326,kevin cash,2021ABI
person_0327,kevin tidwell,2020NES
person_0328,kezia manlove,2021MZT
person_0329,kim m pepin,2021MZT
person_0330,kimberly lau,2021SLU
person_0331,kristen,2021ABI
person_0332,kristen maitland,2021ABI
person_0333,kristin s koutmou,2021MZT
person_0334,larry,2021ABI
person_0335,larry cheng,2021ABI
person_0336,lars peter,2021CMC
person_0337,lars plate,2021CMC
person_0338,laura sanchez,2021CMC
person_0339,laura schaefer,2021SLU
person_0340,lauren charles,2021MZT
person_0341,laurene tetard,2021MZT
person_0342,laurie barge,2021SLU
person_0343,lawrence david,2021MND
person_0344,leah,2021MND
person_0345,leo liu,2020NES
person_0346,leslie anne rogers,2021SLU
person_0347,li chiang lin,2020NES
person_0348,liliana salvador,2021MZT
person_0349,liming li,2021SLU
person_0350,lin zhang,2021ABI
person_0351,lina quan,2021NES
person_0352,linda detwiler,2021MZT
person_0353,lingyan,2021ABI
person_0354,lingyan shi,2021ABI
person_0355,lisa,2021ABI
person_0356,lisa kaltenegger,2021SLU
person_0357,lisa poulikakos,2021ABI
person_0358,lisa raino,2021MND
person_0359,liz mccormack,2021SLU
person_0360,lu wang,2021CMC
person_0361,lu wei,2021ABI
person_0362,luke mortensen,2021ABI
person_0363,lulu cambronne,2021CMC
person_0364,lydia kisley,2021CMC
person_0365,maayan levy,2021MND
person_0366,maggie osburn,2021SLU
person_0367,malika,2021ABI
person_0368,marc neveu,2021SLU
person_0369,marcel schreier uw madison,2021NES
person_0370,maria kamenetska,2021CMC
person_0371,marie claire arrieta,2021MND
person_0372,mark q wilber,2021MZT
person_0373,mark sellmyer,2021ABI
person_0374,markita landry,2021CMC
person_0375,martin gruebele,2021CMC
person_0376,mary voytek,2021SLU
person_0377,maryellen giger,2021ABI
person_0378,mathieu g a lapotre,2021SLU
person_0379,matt,2021ABI
person_0380,matt begley,2021ABI
person_0381,matt bogyo,2021ABI
person_0382,matt erdman,2021MZT
person_0383,matt lew,2021ABI
person_0384,matt lovett barron,2021ABI
person_0385,matthew w hopken,2021MZT
person_0386,matthias heyden,2021CMC
person_0387,melanie,2021MND
person_0388,melike lakadamyali,2021ABI
person_0389,meredith macgregor,2021SLU
person_0390,michael,2021MND
person_0391,michael burton,2021MND
person_0392,michelle farkas,2021CMC
person_0393,mike o donnell,2022MND
person_0394,mike wimberly,2021MZT
person_0395,mimi,2021ABI
person_0396,mimi sammarco,2021ABI
person_0397,mini,2021ABI
person_0398,mini das,2021ABI
person_0399,molly bright,2021ABI
person_0400,mona razzaghi,2020NES
person_0401,morgan cable,2021SLU
person_0402,morgan raven,2021SLU
person_0403,morteza mahmoudi,2021ABI
person_0404,natasha batalha,2021SLU
person_0405,nathan deyonker,2021CMC
person_0406,nathaniel m gabor,2021SLU
person_0407,neel shah,2021CMC
person_0408,neil kelleher,2021CMC
person_0409,nick,2021ABI
person_0410,nick cowan,2021SLU
person_0411,nick galati,2021ABI
person_0412,nicole eikmeier,2021MZT
person_0413,nicole lewis,2021SLU
person_0414,niki parenteau,2021SLU
person_0415,nikole lewis,2021SLU
person_0416,nina cardoza,2021ABI
person_0417,noah palm,2021MND
person_0418,noah planavsky,2021SLU
person_0419,other,2021ABI
person_0420,paola m boggiatto,2021MZT
person_0421,paris perdikaris,2021ABI
person_0422,patricia barron,2021NES
person_0423,paul robertson,2021SLU
person_0424,paul selvin,2021CMC
person_0425,paula driedger,2021SLU
person_0426,pete reiners,2020NES
person_0427,peter dorhout,2021MZT
person_0428,peter driscoll,2021SLU
person_0429,phil milner,2020NES
person_0430,phill milner,2021NES
person_0431,pilar fernandez,2021MZT
person_0432,ping wang,2021ABI
person_0433,prashant singh,2021MZT
person_0434,rachel parker,2021SLU
person_0435,rachel saylor,2022MND
person_0436,ran blekhman,2022MND
person_0437,rebecca garabed,2021MZT
person_0438,rebecca l smith,2021MZT
person_0439,remi bouteille,2020NES
person_0440,remibouteille,2020NES
person_0441,remy,2020NES
person_0442,richard,2021ABI
person_0443,richard allen,2021MND
person_0444,richard diener,2021MND
person_0445,rigoberto hernandez,2021CMC
person_0446,rika anderson,2021SLU
person_0447,rima kaddurah daouk,2022MND
person_0448,robert bryan,2021MND
person_0449,robert bryan jr,2021MND
person_0450,robert coridan,2021NES
person_0451,robert gilliard,2020NES
person_0452,robin michelle voigt zuwala,2021MND
person_0453,robin voigt zuwala,2021MND
person_0454,roger,2020NES
person_0455,roger aimes,2021NES
person_0456,roger aines llnl,2021NES
person_0457,rommie amaro,2021CMC
person_0458,rongsheng wang,2021CMC
person_0459,ronit freeman,2021CMC
person_0460,roza v krishnaniah brown,2021MND
person_0461,rui zhang,2021MND
person_0462,s stephen yi,2021CMC
person_0463,sabarjee,2020NES
person_0464,safwan,2021ABI
person_0465,salvador almagro moreno,2021MZT
person_0466,samuel achilefu,2021ABI
person_0467,sandy schmid,2021CMC
person_0468,sapun parekh,2021ABI
person_0469,sara zimmer,2021MZT
person_0470,sarah maceachern,2021MND
person_0471,sarkis mazmanian,2021MND
person_0472,sen pei,2021MZT
person_0473,seo sim,2021ABI
person_0474,seth childers,2021CMC
person_0475,seunghyun sim,2021ABI
person_0476,shankar mukherji,2021CMC
person_0477,shannon mackenzie,2021SLU
person_0478,shannon quinn,2021ABI
person_0479,shawn domagal goldman,2021SLU
person_0480,shikha nangia,2021MND
person_0481,shiva abbasi,2021ABI
person_0482,shiva abbbaszadeh,2021ABI
person_0483,shwetadwip chowdhury,2021ABI
person_0484,silver,2021ABI
person_0485,silvia hubein,2021MZT
person_0486,silvie huijben,2021MZT
person_0487,silvie ronco,2021MND
person_0488,simon darroch,2021SLU
person_0489,siu sim,2021ABI
person_0490,sixian you,2021ABI
person_0491,smadar naoz,2021SLU
person_0492,solange duhamel,2021SLU
person_0493,srigokul upadhyayula,2021ABI
person_0494,stefan wilhelm,2021ABI
person_0495,stefano di talia,2021CMC
person_0496,stephanie,2021MND
person_0497,stephanie gupton,2021CMC
person_0498,stephanie olson,2021SLU
person_0499,stephen fried,2021CMC
person_0500,steve jett,2021ABI
person_0501,stilianos louca,2021SLU
person_0502,sylvia ronco,2021MND
person_0503,t leo liu,2021NES
person_0504,tania lupoli,2021CMC
person_0505,tanya,2021CMC
person_0506,tanya nguyen,2021MND
person_0507,taras pogorelov,2021CMC
person_0508,tavis k anderson,2021MZT
person_0509,tianbiao leo liu,2020NES
person_0510,tim sampson,2021MND
person_0511,timothy w lyons,2021SLU
person_0512,tori hoehler,2021SLU
person_0513,trinity l hamilton,2021SLU
person_0514,troy clavell sutton,2021MZT
person_0515,tyler d robinson,2021SLU
person_0516,ukpong eyo,2022MND
person_0517,ulugbek kamilov,2021ABI
person_0518,uzay emir,2021ABI
person_0519,victoria meadows,2021SLU
person_0520,victoria s meadows,2021SLU
person_0521,vivian,2021ABI
person_0522,vivian qian liu,2021ABI
person_0523,wei min,2021ABI
person_0524,weimin,2021ABI
person_0525,wenjing,2021MND
person_0526,wenting,2021MND
person_0527,wilfred van der donk,2021MZT
person_0528,will bowman,2020NES
person_0529,will ludington,2021MND
person_0530,william j bowman,2021NES
person_0531,william witola,2021MZT
person_0532,xiao su uiuc,2020NES
person_0533,yajuan lin,2021NES
person_0534,yan yu,2021CMC
person_0535,yang yu liu,2021MND
person_0536,yanling chang,2021MZT
person_0537,yayuan liu,2021NES
person_0538,yevgenia kozorovitskiy,2021ABI
person_0539,ying chen,2021MND
person_0540,zhou lin,2021NES
person_0541,ziming yang,2021SLU
person_0542,zishin chi,2021MND
person_0543,zongqi xia,2021MND
