session_group,conference_id,feature,value
2021_09_30_MZT_S5,2021MZT,building_blocking_ratio_session,37.9999810000095
2021_10_01_MZT_S11,2021MZT,building_blocking_ratio_session,38.49998075000962
2021-11-04-NES-S6,2021NES,building_blocking_ratio_session,32000000.0
2021_06_11_SLU_S3,2021SLU,building_blocking_ratio_session,71.999928000072
2021_06_11_SLU_S7,2021SLU,building_blocking_ratio_session,32.99998350000825
2020_11_05_NES_S1,2020NES,diverge_converge_arc,1.0
2020_11_05_NES_S3,2020NES,diverge_converge_arc,1.0
2021-05-21-ABI-S14,2021ABI,diverge_converge_arc,1.0
2021-05-21-ABI-S15,2021ABI,diverge_converge_arc,1.0
2021-05-21-ABI-S16,2021ABI,diverge_converge_arc,1.0
2021-05-21-ABI-S2,2021ABI,diverge_converge_arc,1.0
2021-10-07-CMC-S4,2021CMC,diverge_converge_arc,1.0
2021-10-08-CMC-S2,2021CMC,diverge_converge_arc,1.0
2021_04_22_MND_S5,2021MND,diverge_converge_arc,1.0
2021_04_22_MND_S7,2021MND,diverge_converge_arc,1.0
2021_04_22_MND_S8,2021MND,diverge_converge_arc,1.0
2021_04_23_MND_S5,2021MND,diverge_converge_arc,1.0
2021_04_23_MND_S7,2021MND,diverge_converge_arc,1.0
2021_09_30_MZT_S3,2021MZT,diverge_converge_arc,1.0
2021_09_30_MZT_S5,2021MZT,diverge_converge_arc,1.0
2021_10_01_MZT_S12,2021MZT,diverge_converge_arc,1.0
2022-04-08-MND-S4,2022MND,diverge_converge_arc,1.0
2022-04-08-MND-S7,2022MND,diverge_converge_arc,1.0
2021-05-20-ABI-S5,2021ABI,earliest_commitment_chunk,5.0
2021-05-20-ABI-S8,2021ABI,earliest_commitment_chunk,5.0
2021-05-21-ABI-S14,2021ABI,earliest_commitment_chunk,5.0
2021-05-21-ABI-S16,2021ABI,earliest_commitment_chunk,5.0
2021-05-21-ABI-S2,2021ABI,earliest_commitment_chunk,6.0
2021-05-21-ABI-S4,2021ABI,earliest_commitment_chunk,5.0
2021_04_22_MND_S1,2021MND,earliest_commitment_chunk,5.0
2021_04_22_MND_S5,2021MND,earliest_commitment_chunk,5.0
2021_04_23_MND_S1,2021MND,earliest_commitment_chunk,5.0
2021_04_23_MND_S12,2021MND,earliest_commitment_chunk,5.0
2021_04_23_MND_S7,2021MND,earliest_commitment_chunk,5.0
2021_10_01_MZT_S13,2021MZT,earliest_commitment_chunk,13.0
2021_10_01_MZT_S3,2021MZT,earliest_commitment_chunk,5.0
2021_10_01_MZT_S6,2021MZT,earliest_commitment_chunk,15.0
2021-11-05-NES-S12,2021NES,earliest_commitment_chunk,5.0
2021-11-05-NES-S7,2021NES,earliest_commitment_chunk,5.0
2021_06_10_SLU_S4,2021SLU,earliest_commitment_chunk,6.0
2021_06_11_SLU_S12,2021SLU,earliest_commitment_chunk,6.0
2021_06_11_SLU_S6,2021SLU,earliest_commitment_chunk,5.0
2022-04-08-MND-S2,2022MND,earliest_commitment_chunk,6.0
2020_11_06_NES_S2,2020NES,early_bridging,0.0
2021-10-08-CMC-S11,2021CMC,early_bridging,0.0
2021-10-08-CMC-S6,2021CMC,early_bridging,0.0
2021-10-08-CMC-S7,2021CMC,early_bridging,0.0
2021_04_22_MND_S2,2021MND,early_bridging,0.0
2021_04_22_MND_S6,2021MND,early_bridging,0.0
2021_04_23_MND_S13,2021MND,early_bridging,0.0
2021_09_30_MZT_S7,2021MZT,early_bridging,0.0
2021_10_01_MZT_S8,2021MZT,early_bridging,0.0
2021-11-04-NES-S3,2021NES,early_bridging,0.0
2021-11-05-NES-S6,2021NES,early_bridging,0.0
2021_06_11_SLU_S1,2021SLU,early_bridging,0.0
2021_06_11_SLU_S11,2021SLU,early_bridging,0.0
2021_06_11_SLU_S13,2021SLU,early_bridging,0.0
2021_06_11_SLU_S8,2021SLU,early_bridging,0.0
2021_06_11_SLU_S9,2021SLU,early_bridging,0.0
2022-04-08-MND-S11,2022MND,early_bridging,0.0
2022-04-08-MND-S12,2022MND,early_bridging,0.0
2022-04-08-MND-S6,2022MND,early_bridging,0.0
2020_11_06_NES_S12,2020NES,energy_matching_index,0.43721533442926663
2020_11_06_NES_S2,2020NES,energy_matching_index,0.39528470752104755
2021-05-21-ABI-S5,2021ABI,energy_matching_index,0.39963648116951833
2021_04_23_MND_S2,2021MND,energy_matching_index,0.38642698214185905
2021-11-05-NES-S2,2021NES,energy_matching_index,1.0
2022-04-07-MND-S1,2022MND,energy_matching_index,0.40909090909090906
2020_11_06_NES_S8,2020NES,engagement_trajectory,-2.0
2020_11_06_NES_S9,2020NES,engagement_trajectory,-2.0
2021-05-20-ABI-S8,2021ABI,engagement_trajectory,1.0
2021-05-21-ABI-S10,2021ABI,engagement_trajectory,-1.0
2021-05-21-ABI-S11,2021ABI,engagement_trajectory,-3.0
2021-05-21-ABI-S13,2021ABI,engagement_trajectory,-1.0
2021-05-21-ABI-S15,2021ABI,engagement_trajectory,-1.0
2021-05-21-ABI-S16,2021ABI,engagement_trajectory,1.0
2021-05-21-ABI-S2,2021ABI,engagement_trajectory,1.0
2021-05-21-ABI-S3,2021ABI,engagement_trajectory,-3.0
2021-05-21-ABI-S5,2021ABI,engagement_trajectory,-1.0
2021-05-21-ABI-S8,2021ABI,engagement_trajectory,1.0
2021-10-07-CMC-S2,2021CMC,engagement_trajectory,-2.0
2021-10-07-CMC-S3,2021CMC,engagement_trajectory,-1.0
2021-10-07-CMC-S5,2021CMC,engagement_trajectory,-1.0
2021-10-07-CMC-S6,2021CMC,engagement_trajectory,-3.0
2021-10-08-CMC-S14,2021CMC,engagement_trajectory,1.0
2021-10-08-CMC-S2,2021CMC,engagement_trajectory,1.0
2021-10-08-CMC-S3,2021CMC,engagement_trajectory,1.0
2021-10-08-CMC-S4,2021CMC,engagement_trajectory,1.0
2021-10-08-CMC-S8,2021CMC,engagement_trajectory,-1.0
2021-10-08-CMC-S9,2021CMC,engagement_trajectory,-1.0
2021_04_22_MND_S3,2021MND,engagement_trajectory,-1.0
2021_04_22_MND_S4,2021MND,engagement_trajectory,-1.0
2021_04_22_MND_S7,2021MND,engagement_trajectory,1.0
2021_04_23_MND_S13,2021MND,engagement_trajectory,1.0
2021_04_23_MND_S4,2021MND,engagement_trajectory,-2.0
2021_04_23_MND_S6,2021MND,engagement_trajectory,-1.0
2021_09_30_MZT_S3,2021MZT,engagement_trajectory,1.0
2021_09_30_MZT_S4,2021MZT,engagement_trajectory,-2.0
2021_10_01_MZT_S1,2021MZT,engagement_trajectory,1.0
2021_10_01_MZT_S10,2021MZT,engagement_trajectory,1.0
2021_10_01_MZT_S12,2021MZT,engagement_trajectory,1.0
2021_10_01_MZT_S2,2021MZT,engagement_trajectory,-1.0
2021_10_01_MZT_S3,2021MZT,engagement_trajectory,-1.0
2021_10_01_MZT_S4,2021MZT,engagement_trajectory,-1.0
2021_10_01_MZT_S5,2021MZT,engagement_trajectory,-1.0
2021_10_01_MZT_S6,2021MZT,engagement_trajectory,1.0
2021_10_01_MZT_S8,2021MZT,engagement_trajectory,-1.0
2021-11-04-NES-S1,2021NES,engagement_trajectory,-2.0
2021-11-04-NES-S2,2021NES,engagement_trajectory,-1.0
2021-11-04-NES-S6,2021NES,engagement_trajectory,-1.0
2021-11-05-NES-S1,2021NES,engagement_trajectory,-1.0
2021-11-05-NES-S11,2021NES,engagement_trajectory,1.0
2021-11-05-NES-S3,2021NES,engagement_trajectory,-1.0
2021-11-05-NES-S4,2021NES,engagement_trajectory,-1.0
2021-11-05-NES-S5,2021NES,engagement_trajectory,-1.0
2021-11-05-NES-S6,2021NES,engagement_trajectory,-1.0
2021-11-05-NES-S8,2021NES,engagement_trajectory,-2.0
2021_06_10_SLU_S2,2021SLU,engagement_trajectory,-1.0
2021_06_10_SLU_S4,2021SLU,engagement_trajectory,1.0
2021_06_10_SLU_S6,2021SLU,engagement_trajectory,-1.0
2021_06_10_SLU_S7,2021SLU,engagement_trajectory,-1.0
2021_06_11_SLU_S10,2021SLU,engagement_trajectory,-1.0
2021_06_11_SLU_S13,2021SLU,engagement_trajectory,1.0
2021_06_11_SLU_S2,2021SLU,engagement_trajectory,-1.0
2021_06_11_SLU_S9,2021SLU,engagement_trajectory,-2.0
2022-04-08-MND-S3,2022MND,engagement_trajectory,1.0
2021-05-21-ABI-S12,2021ABI,explore_vs_defend_ratio_session,3000000.0
2021-05-21-ABI-S2,2021ABI,explore_vs_defend_ratio_session,3000000.0
2021-05-21-ABI-S5,2021ABI,explore_vs_defend_ratio_session,3000000.0
2021-05-21-ABI-S7,2021ABI,explore_vs_defend_ratio_session,4000000.0
2021-10-07-CMC-S5,2021CMC,explore_vs_defend_ratio_session,3000000.0
2021-10-08-CMC-S12,2021CMC,explore_vs_defend_ratio_session,4000000.0
2021-10-08-CMC-S2,2021CMC,explore_vs_defend_ratio_session,3000000.0
2021-10-08-CMC-S6,2021CMC,explore_vs_defend_ratio_session,3000000.0
2021_06_11_SLU_S1,2021SLU,explore_vs_defend_ratio_session,3000000.0
2021_06_11_SLU_S11,2021SLU,explore_vs_defend_ratio_session,3000000.0
2021_04_23_MND_S7,2021MND,gini_trajectory,0.578125
2020_11_05_NES_S4,2020NES,max_ambition_level,4.0
2020_11_06_NES_S10,2020NES,max_ambition_level,4.0
2020_11_06_NES_S4,2020NES,max_ambition_level,2.0
2021-10-08-CMC-S10,2021CMC,max_ambition_level,0.0
2021-10-08-CMC-S11,2021CMC,max_ambition_level,4.0
2021_04_22_MND_S2,2021MND,max_ambition_level,0.0
2021_04_23_MND_S12,2021MND,max_ambition_level,4.0
2021_10_01_MZT_S8,2021MZT,max_ambition_level,4.0
2021-11-04-NES-S4,2021NES,max_ambition_level,4.0
2021-11-04-NES-S6,2021NES,max_ambition_level,0.0
2021-11-05-NES-S2,2021NES,max_ambition_level,2.0
2021-11-05-NES-S3,2021NES,max_ambition_level,4.0
2021-11-05-NES-S9,2021NES,max_ambition_level,4.0
2021_06_10_SLU_S1,2021SLU,max_ambition_level,4.0
2021_06_10_SLU_S3,2021SLU,max_ambition_level,4.0
2021_06_11_SLU_S1,2021SLU,max_ambition_level,4.0
2021_06_11_SLU_S11,2021SLU,max_ambition_level,4.0
2021_06_11_SLU_S13,2021SLU,max_ambition_level,4.0
2022-04-08-MND-S12,2022MND,max_ambition_level,0.0
2022-04-08-MND-S3,2022MND,max_ambition_level,2.0
2022-04-08-MND-S5,2022MND,max_ambition_level,4.0
2022-04-08-MND-S6,2022MND,max_ambition_level,0.0
2022-04-08-MND-S7,2022MND,max_ambition_level,4.0
2022-04-08-MND-S8,2022MND,max_ambition_level,0.0
2022-04-08-MND-S9,2022MND,max_ambition_level,4.0
2021_10_01_MZT_S13,2021MZT,mean_dissent_response_quality,2.8333333333333335
2021_06_10_SLU_S1,2021SLU,mean_dissent_response_quality,2.75
2021_06_10_SLU_S3,2021SLU,mean_dissent_response_quality,2.8
2022-04-07-MND-S2,2022MND,mean_dissent_response_quality,2.75
2022-04-08-MND-S1,2022MND,mean_dissent_response_quality,2.75
2022-04-08-MND-S10,2022MND,mean_dissent_response_quality,2.8
2020_11_06_NES_S1,2020NES,mean_meeting_structure_quality,0.7777777777777778
2021_04_22_MND_S2,2021MND,mean_meeting_structure_quality,0.0
2021_04_23_MND_S3,2021MND,mean_meeting_structure_quality,0.8571428571428571
2021-11-04-NES-S6,2021NES,mean_meeting_structure_quality,2.0
2022-04-08-MND-S12,2022MND,mean_meeting_structure_quality,0.0
2022-04-08-MND-S8,2022MND,mean_meeting_structure_quality,0.8571428571428571
2021-10-07-CMC-S1,2021CMC,named_next_steps_count,1.0
2021_10_01_MZT_S12,2021MZT,named_next_steps_count,1.0
2021_06_10_SLU_S7,2021SLU,named_next_steps_count,1.0
2020_11_06_NES_S10,2020NES,no_complementarity_recognition,1.0
2020_11_06_NES_S12,2020NES,no_complementarity_recognition,1.0
2020_11_06_NES_S3,2020NES,no_complementarity_recognition,1.0
2020_11_06_NES_S6,2020NES,no_complementarity_recognition,1.0
2020_11_06_NES_S7,2020NES,no_complementarity_recognition,1.0
2021-10-07-CMC-S2,2021CMC,no_complementarity_recognition,1.0
2021-10-08-CMC-S10,2021CMC,no_complementarity_recognition,1.0
2021-10-08-CMC-S3,2021CMC,no_complementarity_recognition,1.0
2021-10-08-CMC-S4,2021CMC,no_complementarity_recognition,1.0
2021_04_22_MND_S2,2021MND,no_complementarity_recognition,1.0
2021_04_22_MND_S3,2021MND,no_complementarity_recognition,1.0
2021_04_22_MND_S6,2021MND,no_complementarity_recognition,1.0
2021_04_22_MND_S7,2021MND,no_complementarity_recognition,1.0
2021_04_23_MND_S13,2021MND,no_complementarity_recognition,1.0
2021_04_23_MND_S15,2021MND,no_complementarity_recognition,1.0
2021_04_23_MND_S3,2021MND,no_complementarity_recognition,1.0
2021_04_23_MND_S9,2021MND,no_complementarity_recognition,1.0
2021_09_30_MZT_S1,2021MZT,no_complementarity_recognition,1.0
2021_09_30_MZT_S3,2021MZT,no_complementarity_recognition,1.0
2021_09_30_MZT_S4,2021MZT,no_complementarity_recognition,1.0
2021_10_01_MZT_S8,2021MZT,no_complementarity_recognition,1.0
2021-11-04-NES-S3,2021NES,no_complementarity_recognition,1.0
2021-11-04-NES-S5,2021NES,no_complementarity_recognition,1.0
2021-11-04-NES-S6,2021NES,no_complementarity_recognition,1.0
2021-11-05-NES-S10,2021NES,no_complementarity_recognition,1.0
2021-11-05-NES-S4,2021NES,no_complementarity_recognition,1.0
2021-11-05-NES-S7,2021NES,no_complementarity_recognition,1.0
2021_06_11_SLU_S10,2021SLU,no_complementarity_recognition,1.0
2021_06_11_SLU_S4,2021SLU,no_complementarity_recognition,1.0
2021_06_11_SLU_S8,2021SLU,no_complementarity_recognition,1.0
2021_06_11_SLU_S9,2021SLU,no_complementarity_recognition,1.0
2022-04-07-MND-S4,2022MND,no_complementarity_recognition,1.0
2022-04-08-MND-S1,2022MND,no_complementarity_recognition,1.0
2022-04-08-MND-S12,2022MND,no_complementarity_recognition,1.0
2022-04-08-MND-S3,2022MND,no_complementarity_recognition,1.0
2022-04-08-MND-S4,2022MND,no_complementarity_recognition,1.0
2022-04-08-MND-S6,2022MND,no_complementarity_recognition,1.0
2020_11_06_NES_S10,2020NES,outcome_has_teams,0.0
2021-05-20-ABI-S1,2021ABI,outcome_has_teams,0.0
2021-05-20-ABI-S8,2021ABI,outcome_has_teams,0.0
2021-05-21-ABI-S1,2021ABI,outcome_has_teams,0.0
2021-05-21-ABI-S10,2021ABI,outcome_has_teams,0.0
2021-05-21-ABI-S16,2021ABI,outcome_has_teams,0.0
2021-05-21-ABI-S2,2021ABI,outcome_has_teams,0.0
2021-05-21-ABI-S5,2021ABI,outcome_has_teams,0.0
2021-05-21-ABI-S6,2021ABI,outcome_has_teams,0.0
2021-10-07-CMC-S6,2021CMC,outcome_has_teams,0.0
2021-10-07-CMC-S7,2021CMC,outcome_has_teams,0.0
2021-10-08-CMC-S10,2021CMC,outcome_has_teams,0.0
2021-10-08-CMC-S8,2021CMC,outcome_has_teams,0.0
2021_04_22_MND_S2,2021MND,outcome_has_teams,0.0
2021_04_22_MND_S5,2021MND,outcome_has_teams,0.0
2021_04_22_MND_S6,2021MND,outcome_has_teams,0.0
2021_04_23_MND_S10,2021MND,outcome_has_teams,0.0
2021_04_23_MND_S13,2021MND,outcome_has_teams,0.0
2021_04_23_MND_S15,2021MND,outcome_has_teams,0.0
2021_04_23_MND_S4,2021MND,outcome_has_teams,0.0
2021_04_23_MND_S8,2021MND,outcome_has_teams,0.0
2021_10_01_MZT_S9,2021MZT,outcome_has_teams,0.0
2021-11-05-NES-S12,2021NES,outcome_has_teams,0.0
2021-11-05-NES-S8,2021NES,outcome_has_teams,0.0
2021_06_10_SLU_S7,2021SLU,outcome_has_teams,0.0
2021_06_11_SLU_S2,2021SLU,outcome_has_teams,0.0
2021_06_11_SLU_S5,2021SLU,outcome_has_teams,0.0
2022-04-07-MND-S3,2022MND,outcome_has_teams,0.0
2022-04-08-MND-S10,2022MND,outcome_has_teams,0.0
2022-04-08-MND-S12,2022MND,outcome_has_teams,0.0
2022-04-08-MND-S2,2022MND,outcome_has_teams,0.0
2022-04-08-MND-S3,2022MND,outcome_has_teams,0.0
2022-04-08-MND-S6,2022MND,outcome_has_teams,0.0
2022-04-08-MND-S9,2022MND,outcome_has_teams,0.0
2021_09_30_MZT_S7,2021MZT,outcome_num_funded_teams,5.0
2021_10_01_MZT_S13,2021MZT,outcome_num_funded_teams,4.0
2021_10_01_MZT_S3,2021MZT,outcome_num_funded_teams,3.0
2021_10_01_MZT_S6,2021MZT,outcome_num_funded_teams,3.0
2020_11_05_NES_S5,2020NES,outcome_num_teams,4.0
2021_09_30_MZT_S7,2021MZT,outcome_num_teams,8.0
2021_10_01_MZT_S13,2021MZT,outcome_num_teams,4.0
2021_10_01_MZT_S3,2021MZT,outcome_num_teams,4.0
2021_10_01_MZT_S6,2021MZT,outcome_num_teams,4.0
2021-11-05-NES-S1,2021NES,outcome_num_teams,4.0
2021-11-05-NES-S3,2021NES,outcome_num_teams,4.0
2021-11-05-NES-S6,2021NES,outcome_num_teams,4.0
2020_11_05_NES_S4,2020NES,parallel_monologue_index,0.75
2020_11_06_NES_S1,2020NES,parallel_monologue_index,0.7391304347826086
2020_11_06_NES_S4,2020NES,parallel_monologue_index,0.6666666666666666
2021-05-20-ABI-S1,2021ABI,parallel_monologue_index,0.6363636363636364
2021-11-04-NES-S5,2021NES,parallel_monologue_index,0.8
2022-04-07-MND-S5,2022MND,parallel_monologue_index,0.8
2022-04-08-MND-S1,2022MND,parallel_monologue_index,0.6666666666666666
2022-04-08-MND-S5,2022MND,parallel_monologue_index,0.8
2021-10-08-CMC-S10,2021CMC,pct_building_session,0.7704081593346522
2022-04-08-MND-S12,2022MND,pct_building_session,0.0
2022-04-08-MND-S6,2022MND,pct_building_session,0.0
2021_04_22_MND_S2,2021MND,pct_chunks_any_laughter,0.0
2021_04_22_MND_S6,2021MND,pct_chunks_any_laughter,0.0
2022-04-08-MND-S6,2022MND,pct_chunks_any_laughter,0.0
2021-05-20-ABI-S8,2021ABI,pct_chunks_appreciative_laughter,0.375
2021-10-07-CMC-S3,2021CMC,pct_chunks_appreciative_laughter,0.75
2021-10-08-CMC-S12,2021CMC,pct_chunks_appreciative_laughter,0.375
2021-10-08-CMC-S13,2021CMC,pct_chunks_appreciative_laughter,0.5
2021-10-08-CMC-S14,2021CMC,pct_chunks_appreciative_laughter,0.375
2021-10-08-CMC-S2,2021CMC,pct_chunks_appreciative_laughter,0.5
2021_04_22_MND_S5,2021MND,pct_chunks_appreciative_laughter,0.5
