feature,n_non_missing,mean,std,min,max,skew,iqr_lower_bound,iqr_upper_bound,suggested_transform
session_end_pct_high_quality_Idea_Management,81,0.3848311153866709,0.36880521883464173,0.0,1.0,0.43651659342952037,-1.0,1.6666666666666665,none
session_end_artifact_interaction,161,0.3944099378881988,0.48544418412482926,0.0,1.0,0.43611550936300636,-1.5,2.5,none
session_mean_prior_relationship,162,0.25518790194716123,0.1783708377298594,0.0,0.75,0.43011703097045917,-0.25,0.75,none
session_mean_num_individual_framing,162,4.256991987779025,1.90910953308459,0.0,9.285714285714286,0.42913352559462054,-1.5803571428571432,9.633928571428573,none
session_mean_decision_crystallization_level,162,1.7538843015694865,0.5009284101771515,1.0,3.1666666666666665,0.42704397942958044,0.2552083333333335,3.241319444444444,none
session_delta_building_blocking_ratio,159,-5357441.744977861,7346762.8934846325,-24000000.0,15999991.50000425,0.40937194217050304,-27499990.000010002,16499994.000006001,none
session_end_laughter_shared_humor,161,0.40507246376811595,0.48255340622056797,0.0,1.0,0.39425204901130045,-1.5,2.5,none
session_mean_num_Idea_Management,162,3.452192560525894,1.679047078521398,0.0,9.125,0.39409686603303173,-0.8125,7.6875,none
session_middle_skill_gap_identified,157,0.38088160954402994,0.25362264280515967,0.0,1.0,0.38236825739037283,-0.33333333333333337,1.0,none
session_beginning_cross_disciplinary_bridging,160,0.4063541666666667,0.47882073238645667,0.0,1.0,0.3821575029510489,-1.5,2.5,none
session_middle_building_count,157,13.377464361540794,4.012664386350076,1.0,28.0,0.376470831043159,2.875,23.875,none
session_delta_mean_idea_quality_Idea_Management,38,-0.08294147373094743,0.5177938561245972,-1.0,1.0,0.36618896638269555,-1.1964285714285714,0.9107142857142856,none
session_delta_num_Idea_Management,159,0.3551362683438155,3.0829820473201304,-11.0,15.0,0.3578689605104978,-3.2083333333333335,5.125,none
session_end_is_procedural,161,0.4202898550724638,0.4832065050990604,0.0,1.0,0.32987049188215656,-1.5,2.5,none
session_mean_pct_high_quality_Knowledge_Sharing,160,0.25627383749164645,0.11162547083631087,0.0,0.5380952380952381,0.3296954260676753,-0.05157621602934109,0.5572596625982043,none
session_beginning_is_divergent,160,0.41833333333333333,0.4825182891570735,0.0,1.0,0.328493125230853,-1.5,2.5,none
divergent_ratio_beg,160,0.41833333333333333,0.4825182891570735,0.0,1.0,0.328493125230853,-1.5,2.5,none
session_beginning_problem_specificity_level,89,1.8735955056179776,0.6435519774317678,1.0,4.0,0.32600254604996576,-0.5,3.5,none
session_middle_pct_high_quality_Knowledge_Sharing,156,0.30743319564492266,0.13667332921051148,0.0,0.6833333333333333,0.3229400168930635,-0.10706490929705212,0.7029124149659863,none
session_end_decision_crystallization_level,161,2.2988612836438924,0.98015043527838,1.0,4.0,0.3149495738028205,-0.75,5.25,none
session_delta_mean_nod_rate,139,-0.09879695086738573,0.7645868849142241,-2.4615384615384617,3.0,0.3139352460534615,-1.5179729736024574,1.3482701543192936,none
session_beginning_num_Pronoun_Framing,160,10.513645833333333,4.330898716120097,0.0,26.0,0.3047171632985321,0.5,20.5,none
session_delta_num_Knowledge_Sharing,159,-6.370545073375262,4.359520110530848,-19.0,8.0,0.30026011292207283,-18.0,6.0,none
session_end_problem_specificity_level,97,2.5807560137457046,0.7964451553324076,1.0,4.0,0.29876675797527746,0.5,4.5,none
problem_specificity_final,97,2.5807560137457046,0.7964451553324076,1.0,4.0,0.29876675797527746,0.5,4.5,none
session_delta_mean_idea_quality_Knowledge_Sharing,106,0.14950341412605564,0.47954205168282216,-1.0,1.5,0.2951633502203992,-0.5863636363636363,0.9772727272727272,none
session_delta_mean_quality_score,119,0.17644609403342779,0.43356599892038417,-1.0,1.5,0.28732820224370803,-0.9214743589743589,1.3221153846153846,none
decision_crystallization_final,161,2.2857142857142856,0.9964221709983889,1.0,4.0,0.28199167896826854,0.5,4.5,none
session_end_dominant_speaker_flag,158,0.4320675105485232,0.48638775819577185,0.0,1.0,0.27951952853862333,-1.5,2.5,none
session_delta_pct_high_quality_Idea_Management,38,-0.0960993684677895,0.49676160044928747,-1.0,1.0,0.27733623717284334,-1.1964285714285714,0.9107142857142857,none
session_middle_num_Pronoun_Framing,157,12.424835709230614,4.058514150400137,1.0,22.5,0.2714970948019398,0.2500000000000018,24.65,none
session_mean_num_joint_framing,162,4.390570275061016,2.3940950516829314,0.0,12.0,0.2705741581089402,-3.126352813852814,11.90755772005772,none
session_delta_prior_relationship,159,-0.3448637316561845,0.5802539264386319,-1.0,1.0,0.2682108763403468,-2.5,1.5,none
session_delta_building_count,159,-4.724318658280923,6.943918086360079,-24.0,15.0,0.2633366769937743,-25.0,15.0,none
session_delta_dissent_was_present,159,0.03270440251572327,0.4265325095339815,-1.0,1.0,0.2545330243388947,0.0,0.0,none
session_middle_laughter_shared_humor,157,0.39984329188150847,0.2410941904516076,0.0,1.0,0.22966552153222533,-0.39999999999999997,1.2,none
any_broader_significance,162,0.4444444444444444,0.49844478627922684,0.0,1.0,0.22570202978706252,-1.5,2.5,none
session_middle_meeting_structure_quality,157,1.2469694671923972,0.22324049795384315,0.6666666666666666,2.0,0.22452326482005758,0.8541666666666669,1.6875,none
session_middle_total_quality_score,157,15.331526134870085,4.391717476236923,1.0,28.5,0.21581505388008684,5.041666666666665,25.375,none
session_mean_num_Knowledge_Sharing,162,5.381197780271854,1.75884847779685,0.0,11.571428571428571,0.2116634950652658,1.0781250000000004,9.536458333333332,none
session_mean_laughter_shared_humor,162,0.38224117275043196,0.21833472824621852,0.0,1.0,0.20994936004765477,-0.125,0.875,none
session_delta_dissent_response_exploratory,159,0.020125786163522015,0.4122383902632247,-1.0,1.0,0.20905045436516081,0.0,0.0,none
session_delta_pct_turns_any_smile,159,0.04085131231343378,0.39381148721812165,-1.0,1.0,0.20780837063806548,-0.5786670437405732,0.6422228506787331,none
session_mean_pct_high_quality_Integration_Practices,157,0.49356738592056126,0.27079821817235683,0.0,1.0,0.20571236023247486,-0.4583333333333333,1.475,none
session_beginning_gini_coefficient,160,0.3414212087037877,0.12539324917113065,0.0,0.6867924528301887,0.1877503960608345,0.018736107055874612,0.651256110862437,none
session_delta_decision_crystallization_level,158,1.2386075949367088,0.9973160879889705,-1.0,3.0,0.1802465174145108,-2.375,4.625,none
decision_crystallization_delta,158,1.2386075949367088,0.9973160879889705,-1.0,3.0,0.1802465174145108,-2.375,4.625,none
session_mean_artifact_interaction,162,0.2223181996330144,0.1408723559258258,0.0,0.625,0.17864564371711197,-0.13749999999999996,0.5625,none
session_delta_is_procedural,159,-0.1179245283018868,0.6946463629172074,-1.0,1.0,0.17366284809811117,-2.5,1.5,none
session_middle_problem_specificity_level,157,2.4743405037991026,0.46268374786256955,1.0,3.6666666666666665,0.1663230738299866,0.7499999999999998,4.083333333333334,none
session_beginning_pct_high_quality_Idea_Management,63,0.43965232298565626,0.38514131256068396,0.0,1.0,0.14062551801102086,-1.125,1.875,none
session_middle_mean_idea_quality_Idea_Management,156,1.5001947972111662,0.18638435830156466,1.0,2.0,0.1394751228557482,1.0043938762130733,1.990593539644878,none
session_mean_pct_high_quality_Idea_Management,158,0.49047502228806683,0.1824713501558992,0.0,0.9166666666666666,0.13853656193588726,-0.025652199982557133,1.0024853370835514,none
session_middle_pct_high_quality_Idea_Management,156,0.5016317630231321,0.1854434239629164,0.0,1.0,0.13062918000349763,0.004393876213072467,0.9905935396448792,none
session_mean_mean_idea_quality_Idea_Management,158,1.4881116507791257,0.18487752750228414,1.0,1.9166666666666667,0.12027570981059366,0.9690686050061051,2.005652854090354,none
session_beginning_num_Knowledge_Sharing,160,8.916666666666668,3.6148613005511323,0.0,21.0,0.11496911203044387,1.0,17.0,none
session_middle_num_joint_framing,157,5.038921747042766,2.75694867315265,0.0,12.0,0.10540533760257874,-3.0,13.0,none
session_mean_mean_idea_quality_Integration_Practices,157,1.4866216777009675,0.280198657217946,0.8333333333333334,2.0,0.09672720703294076,0.5416666666666665,2.475,none
session_middle_dissent_response_exploratory,157,0.45937973915680924,0.25349015142103265,0.0,1.0,0.08469046363423766,-0.375,1.2916666666666665,none
session_beginning_prior_relationship,160,0.48343749999999996,0.49052339050062843,0.0,1.0,0.07271920619026606,-1.5,2.5,none
session_middle_dissent_was_present,157,0.46368668486502884,0.25636169491641847,0.0,1.0,0.06833750506797483,-0.375,1.2916666666666665,none
session_delta_mean_idea_quality_Integration_Practices,39,0.052838827838827845,0.5207193835523458,-1.0,1.0,0.06368271335323468,-0.8809523809523812,1.1571428571428575,none
session_delta_personal_disclosure,159,-0.05345911949685535,0.6556502110634711,-1.0,1.0,0.06349990662594532,-0.3125,0.1875,none
commitment_timing_normalized,56,0.44068877551020413,0.3078510964792964,0.0,1.0,0.061913088798113705,-0.7142857142857142,1.5714285714285714,none
session_mean_dissent_response_exploratory,162,0.3553923271515864,0.2038432981693975,0.0,0.875,0.046529327770190684,-0.33333333333333337,1.0,none
session_end_mean_quality_score,123,1.216503901172408,0.3309949477899145,0.0,2.0,0.04409784708965202,0.3257575757575759,2.1237373737373737,none
session_delta_cross_disciplinary_bridging,159,-0.014570230607966458,0.6940467720004236,-1.0,1.0,0.04152725682460713,-1.0416666666666665,0.625,none
session_delta_num_Evaluation_Practices,159,1.070859538784067,3.081706703188625,-10.0,10.0,0.03889453356603479,-4.5,7.5,none
session_delta_is_novel_combination,159,0.0749475890985325,0.5619150317099472,-1.0,1.0,0.0264747237482011,0.0,0.0,none
session_mean_dissent_was_present,162,0.359715764345394,0.20639606124107884,0.0,0.875,0.009799535156071865,-0.33333333333333337,1.0,none
session_delta_blocking_count,159,0.11876310272536687,1.2853411086579565,-5.0,6.0,0.008879606770786247,-1.5,2.5,none
session_delta_funding_awareness,159,0.004402515723270436,0.5823271999119946,-1.0,1.0,0.0065932150123257285,0.0,0.0,none
session_beginning_is_convergent,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none
session_beginning_laughter_tension_release,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none
session_beginning_dissent_response_quality,20,3.0,0.0,3.0,3.0,0.0,3.0,3.0,none
session_delta_dissent_response_quality,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none
session_beginning_num_Idea_Novelty_Signal,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none
session_beginning_num_named_next_steps,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none
session_beginning_num_novelty_signals,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none
session_beginning_pct_turns_distraction,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none
session_end_pct_turns_distraction,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none
session_delta_pct_turns_distraction,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none
session_beginning_mean_distracted_count,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none
session_end_mean_distracted_count,157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none
session_delta_mean_distracted_count,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none
unresolved_tension_flag,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none
session_beginning_mean_idea_quality_Idea_Management,63,1.4317158150491482,0.3992408434879742,0.5,2.0,-0.007085323290011877,-0.125,2.875,none
session_middle_mean_idea_quality_Knowledge_Sharing,156,1.27354044752053,0.15725817085881255,0.875,1.6833333333333336,-0.008052265663726233,0.8573322510822512,1.682224025974026,none
session_delta_artifact_interaction,159,0.3081761006289308,0.5480398132119875,-1.0,1.0,-0.010789528022667031,-1.5,2.5,none
session_beginning_total_quality_score,160,10.785104166666667,5.038264691358739,0.0,23.0,-0.024587887906576036,-1.0,23.0,none
any_risk_enthusiasm,162,0.5061728395061729,0.5015121677616657,0.0,1.0,-0.024924619587575973,-1.5,2.5,none
session_beginning_building_count,160,11.6734375,4.144210048764954,0.0,24.0,-0.028635367296168612,1.5,21.5,none
session_delta_explicit_complementarity,159,-0.059958071278826006,0.5153007652632838,-1.0,1.0,-0.029066051845076178,0.0,0.0,none
session_middle_pct_high_quality_Integration_Practices,155,0.527608643868606,0.2757339363455904,0.0,1.0,-0.03376595767750425,-0.2916666666666667,1.375,none
session_delta_interruption_quality_ratio,159,74004.21268341599,1008003.4433156638,-4000000.0,4000000.0,-0.03712536863712383,0.0,0.0,none
session_middle_collective_engagement_score,157,3.0226013547669597,0.25908794975423255,2.0,4.0,-0.03748130963150013,2.7857142857142856,3.3571428571428568,none
session_delta_pct_high_quality_Integration_Practices,39,0.046428571428571444,0.49998157562426127,-1.0,1.0,-0.04796017622625476,-0.630952380952381,1.0071428571428571,none
session_delta_is_divergent,159,-0.26331236897274635,0.537627032953081,-1.0,1.0,-0.05426793883352472,-2.5,1.5,none
session_mean_num_Pronoun_Framing,162,11.185210459978979,3.5427032983551374,0.0,20.428571428571427,-0.05445549646667948,2.2842938311688323,20.457995129870127,none
session_delta_any_laughter,159,-0.00817610062893082,0.5494718981196727,-1.0,1.0,-0.06088875877373048,0.0,0.0,none
session_end_pct_joint_framing,161,0.505262546114075,0.4189375905501309,0.0,0.9999999523809546,-0.07917598639067866,-1.4999985000015001,2.4999975000025003,none
session_beginning_building_blocking_ratio,160,8610939.690666534,5773310.124521454,0.0,24000000.0,-0.08413732611182603,-8312497.361112945,24187498.416667767,none
session_delta_screenshare_active,159,0.25419287211740044,0.5699025521651424,-1.0,1.0,-0.08567907373622725,-1.5,2.5,none
session_mean_mean_nod_rate,162,0.9045130301000786,0.3499362505090564,0.0,2.1740689865689866,-0.09201406138420283,-0.013074360243236272,1.8213110108623365,none
session_beginning_is_procedural,160,0.5276041666666667,0.4893307758853018,0.0,1.0,-0.10496737671220684,-1.5,2.5,none
session_end_screenshare_active,161,0.5256728778467908,0.4935838109514962,0.0,1.0,-0.10986976197803125,-1.5,2.5,none
session_mean_mean_idea_quality_Knowledge_Sharing,160,1.2088736329325986,0.14004034315490593,0.75,1.5333333333333332,-0.15133536614993862,0.867857142857143,1.5523809523809522,none
session_delta_dominant_speaker_flag,156,0.3090811965811966,0.5730173640106995,-1.0,1.0,-0.1594587055551517,-1.5,2.5,none
session_middle_mean_idea_quality_Integration_Practices,155,1.5211822834906326,0.2862481785465111,0.8333333333333334,2.0,-0.163380321768253,0.7083333333333331,2.375,none
session_delta_laughter_shared_humor,159,0.11656184486373164,0.6519242772013104,-1.0,1.0,-0.16518633359893115,-1.5,2.5,none
session_mean_building_count,162,12.019366393208985,3.5443626685841605,0.0,22.25,-0.17645096575021446,2.885416666666665,21.05763888888889,none
session_delta_skill_gap_identified,159,-0.06289308176100629,0.4564082106413781,-1.0,1.0,-0.1940960401804148,0.0,0.0,none
session_delta_ambition_level_ordinal,159,0.42945492662473794,1.7181174433419475,-3.0,3.0,-0.1961122310551151,-3.0,5.0,none
session_end_shared_vision_present,161,0.5509316770186335,0.4881770528057708,0.0,1.0,-0.20301533826797896,-1.5,2.5,none
session_middle_mean_quality_score,157,1.385269094087577,0.14855251653558463,0.9560335497835498,1.7445959595959597,-0.2086859428707592,1.0038564376799672,1.7734437131495953,none
session_mean_problem_specificity_level,160,2.423916742979243,0.41799579514144825,1.0,3.5714285714285716,-0.20969167811277137,1.0833333333333337,3.75,none
session_mean_pct_joint_framing,162,0.47258796832990413,0.21747689874740853,0.0,0.8563257355837317,-0.21701976380379148,-0.21869197748019692,1.1687192196056786,none
session_delta_gini_coefficient,156,0.020579150119154323,0.20415569717774534,-0.4372955288985825,0.578125,-0.22503492952124296,-0.4536703026511458,0.5138426475789795,none
gini_trajectory,156,0.020579150119154323,0.20415569717774534,-0.4372955288985825,0.578125,-0.22503492952124296,-0.4536703026511458,0.5138426475789795,none
session_middle_mean_nod_rate,157,1.0213298147687901,0.3785129665032388,0.0,1.8764880952380953,-0.23349425552837497,0.1186131787821777,1.9248874883155007,none
session_end_mean_idea_quality_Knowledge_Sharing,111,1.1254111254111254,0.3753057608381505,0.0,2.0,-0.25904835709561613,0.5000000000000001,1.833333333333333,none
session_delta_num_Information_Seeking,159,-0.3378406708595388,2.3434955660560663,-7.0,5.0,-0.2643001126709811,-6.5,5.5,none
session_mean_mean_quality_score,160,1.3152295158724854,0.1504087704235124,0.75,1.6747113997113996,-0.2668979671501136,0.9242109214808394,1.7007412745221806,none
psych_safety_index,162,5.08281117240941e-18,6.550216229782577e-17,-1.942890293094024e-16,1.6653345369377348e-16,-0.29765304790261427,-1.5265566588595902e-16,1.8041124150158794e-16,none
session_delta_meeting_structure_quality,159,0.021488469601677152,0.6528912919250439,-2.0,2.0,-0.3049281050004241,0.0,0.0,none
session_mean_total_quality_score,162,13.213504867903016,3.8483896537542224,0.0,25.0,-0.3291618648860663,4.183238636363633,22.24005681818182,none
session_middle_pct_joint_framing,157,0.5171689635932561,0.24414927987876842,0.0,0.9555554227866168,-0.3574322452802625,-0.23164987353669436,1.3072951196226996,none
session_delta_pct_joint_framing,159,0.27241804101978595,0.5158161182888309,-0.9999999333333378,0.9999999375000038,-0.37856547584413464,-1.124998546876494,1.8749975781274901,none
joint_framing_trajectory,159,0.27241804101978595,0.5158161182888309,-0.9999999333333378,0.9999999375000038,-0.37856547584413464,-1.124998546876494,1.8749975781274901,none
session_beginning_num_individual_framing,160,7.274479166666666,3.7390646155721194,0.0,16.0,-0.3921023698587965,-5.0,19.0,none
session_delta_num_collaborative_completions,159,0.11006289308176101,0.6562557852344947,-3.0,3.0,-0.4019081091572189,0.0,0.0,none
session_delta_shared_vision_present,159,0.30000000000000004,0.6535201661731156,-1.0,1.0,-0.410886898881015,-1.5,2.5,none
no_convergence_flag,162,0.6049382716049383,0.4903798083265514,0.0,1.0,-0.43333758118053073,-1.5,2.5,none
session_mean_is_novel_combination,162,0.5609917517324925,0.24659551989725387,0.0,1.0,-0.4418563847919872,-0.07589285714285715,1.2455357142857144,none
session_mean_gini_coefficient,162,0.34902284085315516,0.06561305991256537,0.0,0.6258503401360545,-0.46903492732440594,0.20318692562954127,0.49964252042392515,none
session_beginning_collective_engagement_score,160,2.991875,0.40645983802845614,1.0,4.0,-0.47390304343028794,3.0,3.0,none
session_mean_shared_vision_present,162,0.609006734006734,0.30328182788854374,0.0,1.0,-0.5647807732271892,-0.3489583333333333,1.609375,none
session_end_gini_coefficient,158,0.3620424693169956,0.17849437156804035,0.0,0.6716926070038911,-0.6032317059428297,-0.05215994900460885,0.7987177601255268,none
session_delta_num_Participation_Dynamics,159,-4.019182389937106,5.0101722084119915,-21.0,6.0,-0.607556722014846,-20.0,12.0,none
session_end_collective_engagement_score,161,2.783126293995859,0.7591478857392413,1.0,4.0,-0.6296947309564908,1.0000000000000004,4.199999999999999,none
no_commitment_signal,162,0.654320987654321,0.4770638413769472,0.0,1.0,-0.6550485970557581,-1.5,2.5,none
session_end_mean_vocal_enthusiasm,157,2.121846486680341,0.21604069390420658,1.0,2.9696969696969697,-0.6995595324890024,1.6842105263157892,2.526315789473685,none
session_middle_any_laughter,157,0.7212137296532201,0.23317784219605642,0.0,1.0,-0.7099390193862829,0.2142857142857143,1.2428571428571429,none
session_delta_num_setback_explores,159,-0.0034591194968553447,0.3761109912626682,-2.0,1.0,-0.7108766414743126,0.0,0.0,none
session_delta_explore_vs_defend_ratio,159,-3459.119496855346,376110.9912626682,-2000000.0,1000000.0,-0.7108766414743134,0.0,0.0,none
session_delta_mean_vocal_enthusiasm,149,0.05195044779144961,0.2392160996293605,-1.0666666666666669,0.8696969696969696,-0.7283583364378301,-0.2792801395742581,0.40486083868436906,none
session_beginning_mean_quality_score,156,1.0200654664108912,0.31484686338537526,0.0,2.0,-0.7556742015348809,0.8377403846153847,1.270432692307692,none
session_mean_any_laughter,162,0.7154235253772291,0.22063526113365498,0.0,1.0,-0.7714956765537677,0.11607142857142849,1.3303571428571428,none
pct_chunks_any_laughter,162,0.7154235253772291,0.22063526113365498,0.0,1.0,-0.7714956765537677,0.11607142857142849,1.3303571428571428,none
