feature,coef,abs_coef,target,check_name,feature_type
subcode__synthesizes_contributions,-0.18048873731883208,0.18048873731883208,outcome_joined_team,conference_fixed_effects,behavior_or_control
subcode__societal_significance,-0.17993168255030204,0.17993168255030204,outcome_joined_team,conference_fixed_effects,behavior_or_control
conf_2022MND,-0.17408186027036848,0.17408186027036848,outcome_joined_team,conference_fixed_effects,conference_dummy
subcode__setback_response_accepts_builds,-0.17408110970009344,0.17408110970009344,outcome_joined_team,conference_fixed_effects,behavior_or_control
subcode__implicit_role_suggestion,-0.17373053624165916,0.17373053624165916,outcome_joined_team,conference_fixed_effects,behavior_or_control
subcode__expertise_complementarity,0.17251008330117185,0.17251008330117185,outcome_joined_team,conference_fixed_effects,behavior_or_control
subcode__expresses_enthusiasm,0.16892795805184732,0.16892795805184732,outcome_joined_team,conference_fixed_effects,behavior_or_control
subcode__asks_for_opinion,0.16518553559914076,0.16518553559914076,outcome_joined_team,conference_fixed_effects,behavior_or_control
subcode__vague_future_reference,0.15638799121770608,0.15638799121770608,outcome_joined_team,conference_fixed_effects,behavior_or_control
subcode__setback_response_explores,-0.1535832125145162,0.1535832125145162,outcome_joined_team,conference_fixed_effects,behavior_or_control
subcode__explicit_role_assignment,0.14366627516843267,0.14366627516843267,outcome_joined_team,conference_fixed_effects,behavior_or_control
subcode__scope_calibration,-0.1277387336040575,0.1277387336040575,outcome_joined_team,conference_fixed_effects,behavior_or_control
subcode__yields_floor,-0.12270277354327135,0.12270277354327135,outcome_joined_team,conference_fixed_effects,behavior_or_control
subcode__method_complementarity,0.09982653360822592,0.09982653360822592,outcome_joined_team,conference_fixed_effects,behavior_or_control
subcode__raises_concern,0.09298274855940672,0.09298274855940672,outcome_joined_team,conference_fixed_effects,behavior_or_control
subcode__redirects_speaker,0.086635840906192,0.086635840906192,outcome_joined_team,conference_fixed_effects,behavior_or_control
subcode__shares_method_or_approach,0.08557371907708385,0.08557371907708385,outcome_joined_team,conference_fixed_effects,behavior_or_control
subcode__field_significance,0.07374450516499272,0.07374450516499272,outcome_joined_team,conference_fixed_effects,behavior_or_control
subcode__asks_rhetorical_question,0.06596337834157368,0.06596337834157368,outcome_joined_team,conference_fixed_effects,behavior_or_control
subcode__attributes_to_other,-0.06536651545701946,0.06536651545701946,outcome_joined_team,conference_fixed_effects,behavior_or_control
subcode__manages_tension,-0.06236865314207658,0.06236865314207658,outcome_joined_team,conference_fixed_effects,behavior_or_control
subcode__asks_clarifying_question,0.05956258438487785,0.05956258438487785,outcome_joined_team,conference_fixed_effects,behavior_or_control
subcode__setback_response_redirects,-0.05686618314787729,0.05686618314787729,outcome_joined_team,conference_fixed_effects,behavior_or_control
subcode__setback_response_defends,0.034982276563602255,0.034982276563602255,outcome_joined_team,conference_fixed_effects,behavior_or_control
subcode__asks_for_elaboration,0.033495079249937505,0.033495079249937505,outcome_joined_team,conference_fixed_effects,behavior_or_control
subcode__compares_options,0.03046963350870709,0.03046963350870709,outcome_joined_team,conference_fixed_effects,behavior_or_control
subcode__resolves_contradiction,0.02487562055460251,0.02487562055460251,outcome_joined_team,conference_fixed_effects,behavior_or_control
subcode__supports_or_validates,0.013878864869430501,0.013878864869430501,outcome_joined_team,conference_fixed_effects,behavior_or_control
subcode__frames_shared_problem,0.003191968213097589,0.003191968213097589,outcome_joined_team,conference_fixed_effects,behavior_or_control
subcode__proposes_process,-1.080154540737049,1.080154540737049,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
is_facilitator,-0.7613609522636193,0.7613609522636193,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__extends_existing_idea,0.6293921963867234,0.6293921963867234,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__invites_contribution,-0.619270900185764,0.619270900185764,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__summarizes_for_group,-0.6015386865170533,0.6015386865170533,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__expresses_appreciation,-0.5844435373509904,0.5844435373509904,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
n_sessions_attended,0.5604292263832175,0.5604292263832175,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__individual_framing,0.543364413139996,0.543364413139996,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
is_facilitator_x_shares_domain_knowledge,-0.5005718746817995,0.5005718746817995,outcome_joined_team,facilitator_behavior_interactions,interaction_term
subcode__encourages_participation,-0.4993008160879205,0.4993008160879205,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__ambiguous,-0.4991417704648434,0.4991417704648434,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__uses_humor,-0.4591204678698043,0.4591204678698043,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__identifies_common_ground,0.4471065002393577,0.4471065002393577,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
speaking_minutes_total,0.4297178460402749,0.4297178460402749,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__combines_ideas,0.41686799426925886,0.41686799426925886,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__calls_for_decision,-0.40977851601256676,0.40977851601256676,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__reframes_cross_disciplinarily,0.39476533553646437,0.39476533553646437,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__checks_consensus,0.3924468694052817,0.3924468694052817,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
is_facilitator_x_individual_framing,-0.3861783345080974,0.3861783345080974,outcome_joined_team,facilitator_behavior_interactions,interaction_term
subcode__proposes_next_step,-0.35090113685097035,0.35090113685097035,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
is_facilitator_x_extends_existing_idea,-0.34834705192903676,0.34834705192903676,outcome_joined_team,facilitator_behavior_interactions,interaction_term
subcode__shares_personal_experience,-0.34639656629413235,0.34639656629413235,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__asks_for_opinion,0.34273282880791417,0.34273282880791417,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__funding_priority_alignment,-0.3304493696643126,0.3304493696643126,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__returns_to_earlier_idea,0.3123080989997725,0.3123080989997725,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__shares_domain_knowledge,0.29539496054693765,0.29539496054693765,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
is_facilitator_x_invites_contribution,-0.2835562013859126,0.2835562013859126,outcome_joined_team,facilitator_behavior_interactions,interaction_term
subcode__critiques_or_challenges,0.2828004373766979,0.2828004373766979,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__explicit_role_assignment,0.27910339294196446,0.27910339294196446,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__records_or_documents,0.26638551360140433,0.26638551360140433,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__connects_methods,0.2659702256067021,0.2659702256067021,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__translates_terminology,-0.25688135046042737,0.25688135046042737,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__asks_factual_question,0.24917734182881446,0.24917734182881446,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__specific_future_plan,-0.24512847372274305,0.24512847372274305,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__redirects_idea,-0.23683587234618447,0.23683587234618447,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__synthesizes_contributions,-0.23604658316367394,0.23604658316367394,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__setback_response_accepts_builds,-0.20633260142191018,0.20633260142191018,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__expertise_complementarity,0.20125349610358664,0.20125349610358664,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__setback_response_explores,-0.18325425705757376,0.18325425705757376,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__proposes_new_idea,0.17450038779073082,0.17450038779073082,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__vague_future_reference,0.16581315148388742,0.16581315148388742,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__raises_concern,0.1613544087385429,0.1613544087385429,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__joint_framing,0.15596431840758657,0.15596431840758657,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__implicit_role_suggestion,-0.15426499444792588,0.15426499444792588,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
is_facilitator_x_proposes_process,-0.14235109795498313,0.14235109795498313,outcome_joined_team,facilitator_behavior_interactions,interaction_term
subcode__expresses_enthusiasm,0.13213875319306315,0.13213875319306315,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__frames_shared_problem,0.1247019539907753,0.1247019539907753,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__method_complementarity,0.1161532401821462,0.1161532401821462,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__attributes_to_other,-0.11243736701793326,0.11243736701793326,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__scope_calibration,-0.10785636269302458,0.10785636269302458,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__shares_data_or_findings,-0.1027353788378969,0.1027353788378969,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__field_significance,0.09930963803767817,0.09930963803767817,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__devil_advocate,0.09513828232523507,0.09513828232523507,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__societal_significance,-0.06863318935106301,0.06863318935106301,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__asks_clarifying_question,0.057534327958379955,0.057534327958379955,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__supports_or_validates,-0.05506640957388902,0.05506640957388902,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__setback_response_defends,0.05385761363067902,0.05385761363067902,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__manages_tension,-0.05159697055574546,0.05159697055574546,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__compares_options,0.04586424245978186,0.04586424245978186,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__yields_floor,0.044408910687392715,0.044408910687392715,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__resolves_contradiction,0.03960266212350893,0.03960266212350893,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__asks_rhetorical_question,-0.03211498312051371,0.03211498312051371,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__redirects_speaker,0.024383564621663942,0.024383564621663942,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__asks_for_elaboration,-0.006418626634987942,0.006418626634987942,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__setback_response_redirects,-0.0050322055498501815,0.0050322055498501815,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__shares_method_or_approach,0.0021614256913338003,0.0021614256913338003,outcome_joined_team,facilitator_behavior_interactions,behavior_or_control
subcode__proposes_process,-1.292531409486637,1.292531409486637,outcome_joined_funded_team,conference_fixed_effects,behavior_or_control
is_facilitator,-0.9919388558776996,0.9919388558776996,outcome_joined_funded_team,conference_fixed_effects,behavior_or_control
subcode__invites_contribution,-0.6884921030820832,0.6884921030820832,outcome_joined_funded_team,conference_fixed_effects,behavior_or_control
n_sessions_attended,0.5773597303408806,0.5773597303408806,outcome_joined_funded_team,conference_fixed_effects,behavior_or_control
subcode__individual_framing,0.49362263265484424,0.49362263265484424,outcome_joined_funded_team,conference_fixed_effects,behavior_or_control
subcode__extends_existing_idea,0.4564876115090841,0.4564876115090841,outcome_joined_funded_team,conference_fixed_effects,behavior_or_control
subcode__shares_domain_knowledge,0.30921240856433346,0.30921240856433346,outcome_joined_funded_team,conference_fixed_effects,behavior_or_control
conf_2021MND,-0.28923342260513146,0.28923342260513146,outcome_joined_funded_team,conference_fixed_effects,conference_dummy
speaking_minutes_total,-0.26722578333164837,0.26722578333164837,outcome_joined_funded_team,conference_fixed_effects,behavior_or_control
subcode__asks_factual_question,0.2508929067678557,0.2508929067678557,outcome_joined_funded_team,conference_fixed_effects,behavior_or_control
subcode__supports_or_validates,-0.17255495770403423,0.17255495770403423,outcome_joined_funded_team,conference_fixed_effects,behavior_or_control
subcode__shares_method_or_approach,0.1534039644444429,0.1534039644444429,outcome_joined_funded_team,conference_fixed_effects,behavior_or_control
subcode__ambiguous,-0.13920467762699962,0.13920467762699962,outcome_joined_funded_team,conference_fixed_effects,behavior_or_control
conf_2021MZT,-0.13472812957051922,0.13472812957051922,outcome_joined_funded_team,conference_fixed_effects,conference_dummy
subcode__proposes_new_idea,0.13470009612157402,0.13470009612157402,outcome_joined_funded_team,conference_fixed_effects,behavior_or_control
conf_2021NES,0.1199003164391223,0.1199003164391223,outcome_joined_funded_team,conference_fixed_effects,conference_dummy
conf_2021SLU,-0.10807801484181624,0.10807801484181624,outcome_joined_funded_team,conference_fixed_effects,conference_dummy
conf_2021CMC,-0.09814031758339752,0.09814031758339752,outcome_joined_funded_team,conference_fixed_effects,conference_dummy
conf_2021ABI,0.08402747451739034,0.08402747451739034,outcome_joined_funded_team,conference_fixed_effects,conference_dummy
subcode__joint_framing,-0.07862924882892415,0.07862924882892415,outcome_joined_funded_team,conference_fixed_effects,behavior_or_control
subcode__uses_humor,-0.062479354038860846,0.062479354038860846,outcome_joined_funded_team,conference_fixed_effects,behavior_or_control
subcode__synthesizes_contributions,0.05550182836417938,0.05550182836417938,outcome_joined_funded_team,conference_fixed_effects,behavior_or_control
subcode__asks_clarifying_question,0.051839147152786896,0.051839147152786896,outcome_joined_funded_team,conference_fixed_effects,behavior_or_control
conf_2022MND,-0.0011076776767134325,0.0011076776767134325,outcome_joined_funded_team,conference_fixed_effects,conference_dummy
subcode__proposes_process,-1.235634716595304,1.235634716595304,outcome_joined_funded_team,facilitator_behavior_interactions,behavior_or_control
subcode__invites_contribution,-0.7602923285122286,0.7602923285122286,outcome_joined_funded_team,facilitator_behavior_interactions,behavior_or_control
is_facilitator,-0.6224165813422389,0.6224165813422389,outcome_joined_funded_team,facilitator_behavior_interactions,behavior_or_control
n_sessions_attended,0.5072615221805513,0.5072615221805513,outcome_joined_funded_team,facilitator_behavior_interactions,behavior_or_control
subcode__individual_framing,0.4624585469133992,0.4624585469133992,outcome_joined_funded_team,facilitator_behavior_interactions,behavior_or_control
subcode__extends_existing_idea,0.3703629203410467,0.3703629203410467,outcome_joined_funded_team,facilitator_behavior_interactions,behavior_or_control
subcode__shares_domain_knowledge,0.25477807191699436,0.25477807191699436,outcome_joined_funded_team,facilitator_behavior_interactions,behavior_or_control
is_facilitator_x_shares_domain_knowledge,-0.2231526142120569,0.2231526142120569,outcome_joined_funded_team,facilitator_behavior_interactions,interaction_term
subcode__asks_factual_question,0.2035495362357084,0.2035495362357084,outcome_joined_funded_team,facilitator_behavior_interactions,behavior_or_control
is_facilitator_x_individual_framing,-0.18821941132130107,0.18821941132130107,outcome_joined_funded_team,facilitator_behavior_interactions,interaction_term
is_facilitator_x_extends_existing_idea,-0.16689050913578182,0.16689050913578182,outcome_joined_funded_team,facilitator_behavior_interactions,interaction_term
subcode__shares_method_or_approach,0.15108418617553396,0.15108418617553396,outcome_joined_funded_team,facilitator_behavior_interactions,behavior_or_control
subcode__joint_framing,-0.12902325552674218,0.12902325552674218,outcome_joined_funded_team,facilitator_behavior_interactions,behavior_or_control
speaking_minutes_total,-0.12719521352806598,0.12719521352806598,outcome_joined_funded_team,facilitator_behavior_interactions,behavior_or_control
subcode__supports_or_validates,-0.12469225387521599,0.12469225387521599,outcome_joined_funded_team,facilitator_behavior_interactions,behavior_or_control
subcode__proposes_new_idea,0.11487609741217089,0.11487609741217089,outcome_joined_funded_team,facilitator_behavior_interactions,behavior_or_control
is_facilitator_x_proposes_process,-0.08058209960999448,0.08058209960999448,outcome_joined_funded_team,facilitator_behavior_interactions,interaction_term
subcode__asks_clarifying_question,0.06253920432601513,0.06253920432601513,outcome_joined_funded_team,facilitator_behavior_interactions,behavior_or_control
subcode__ambiguous,-0.055264290447547944,0.055264290447547944,outcome_joined_funded_team,facilitator_behavior_interactions,behavior_or_control
subcode__uses_humor,-0.04596885921537503,0.04596885921537503,outcome_joined_funded_team,facilitator_behavior_interactions,behavior_or_control
subcode__synthesizes_contributions,0.04270378871377659,0.04270378871377659,outcome_joined_funded_team,facilitator_behavior_interactions,behavior_or_control
is_facilitator_x_invites_contribution,-0.040227196406920115,0.040227196406920115,outcome_joined_funded_team,facilitator_behavior_interactions,interaction_term
